0,2,1
,,release lock 536900749123440 from retired
,,release lock 536900749115690 from retired
,,start txn 193
,,wait EX lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,wait EX lock 536901308304535
,,acquire lock 536901308304535
,,remove lock 536901308304535 from owners
,,retire lock 536901308304535
,,wait SH lock 536900749123440
,,acquire lock 536900749123440
,,remove lock 536900749123440 from owners
,,retire lock 536900749123440
,,wait EX lock 536900699050257
,,acquire lock 536900699050257
,,remove lock 536900699050257 from owners
,,retire lock 536900699050257
,,wait SH lock 536900977338934
,,acquire lock 536900977338934
,,remove lock 536900977338934 from owners
,,retire lock 536900977338934
,,wait EX lock 536900745749389
,,acquire lock 536900745749389
,,remove lock 536900745749389 from owners
,,retire lock 536900745749389
,,wait SH lock 536901143951252
,,acquire lock 536901143951252
,,remove lock 536901143951252 from owners
,,retire lock 536901143951252
,,wait EX lock 536900726334156
,,acquire lock 536900726334156
,,remove lock 536900726334156 from owners
,,retire lock 536900726334156
,,wait SH lock 536901076113246
,,acquire lock 536901076113246
,,remove lock 536901076113246 from owners
,,retire lock 536901076113246
,,wait EX lock 536900683149360
,,acquire lock 536900683149360
,,remove lock 536900683149360 from owners
,,retire lock 536900683149360
,,wait SH lock 536900921297605
,,acquire lock 536900921297605
,,remove lock 536900921297605 from owners
,,retire lock 536900921297605
,,wait EX lock 536900694563663
,,acquire lock 536900694563663
,,remove lock 536900694563663 from owners
,,retire lock 536900694563663
,,wait SH lock 536900961002957
,,acquire lock 536900961002957
,,remove lock 536900961002957 from owners
,,retire lock 536900961002957
,,wait EX lock 536900689022544
,,acquire lock 536900689022544
,,remove lock 536900689022544 from owners
,,retire lock 536900689022544
,,wait SH lock 536900940508054
,,acquire lock 536900940508054
,,remove lock 536900940508054 from owners
,,retire lock 536900940508054
,,pre-commit: txn 193's barriers = 0
,,txn 193 set commited
,,release lock 536900940508054 from retired
,,release lock 536900689022544 from retired
,,release lock 536900961002957 from retired
,,release lock 536900694563663 from retired
,,release lock 536900921297605 from retired
,,release lock 536900683149360 from retired
,,release lock 536901076113246 from retired
,,release lock 536900726334156 from retired
,,release lock 536901143951252 from retired
,,release lock 536900745749389 from retired
,,release lock 536900977338934 from retired
,,release lock 536900699050257 from retired
,,release lock 536900749123440 from retired
,,release lock 536901308304535 from retired
,,release lock 536900749115690 from retired
,,start txn 196
,,wait EX lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,wait EX lock 536901493667847
,,acquire lock 536901493667847
,,remove lock 536901493667847 from owners
,,retire lock 536901493667847
,,wait SH lock 536900749128487
,,acquire lock 536900749128487
,,remove lock 536900749128487 from owners
,,retire lock 536900749128487
,,wait EX lock 536900725011685
,,acquire lock 536900725011685
,,remove lock 536900725011685 from owners
,,retire lock 536900725011685
,,wait SH lock 536901071018930
,,acquire lock 536901071018930
,,remove lock 536901071018930 from owners
,,retire lock 536901071018930
,,wait EX lock 536900652555090
,,acquire lock 536900652555090
,,remove lock 536900652555090 from owners
,,retire lock 536900652555090
,,wait SH lock 536900811048504
,,acquire lock 536900811048504
,,remove lock 536900811048504 from owners
,,retire lock 536900811048504
,,wait EX lock 536900652848798
,,acquire lock 536900652848798
,,remove lock 536900652848798 from owners
,,retire lock 536900652848798
,,wait SH lock 536900812146960
,,acquire lock 536900812146960
,,remove lock 536900812146960 from owners
,,retire lock 536900812146960
,,wait EX lock 536900679517063
,,acquire lock 536900679517063
,,remove lock 536900679517063 from owners
,,retire lock 536900679517063
,,wait SH lock 536900907751866
,,acquire lock 536900907751866
,,remove lock 536900907751866 from owners
,,retire lock 536900907751866
,,wait EX lock 536900721057650
,,acquire lock 536900721057650
,,remove lock 536900721057650 from owners
,,retire lock 536900721057650
,,wait SH lock 536901056525982
,,acquire lock 536901056525982
,,remove lock 536901056525982 from owners
,,retire lock 536901056525982
,,wait EX lock 536900652829020
,,acquire lock 536900652829020
,,remove lock 536900652829020 from owners
,,retire lock 536900652829020
,,wait SH lock 536900812069289
,,acquire lock 536900812069289
,,remove lock 536900812069289 from owners
,,retire lock 536900812069289
,,wait EX lock 536900635928845
,,acquire lock 536900635928845
,,remove lock 536900635928845 from owners
,,retire lock 536900635928845
,,wait SH lock 536900749450935
,,acquire lock 536900749450935
,,remove lock 536900749450935 from owners
,,retire lock 536900749450935
,,wait EX lock 536900704425223
,,acquire lock 536900704425223
,,remove lock 536900704425223 from owners
,,retire lock 536900704425223
,,wait SH lock 536900997151913
,,acquire lock 536900997151913
,,remove lock 536900997151913 from owners
,,retire lock 536900997151913
,,wait EX lock 536900705767369
,,acquire lock 536900705767369
,,remove lock 536900705767369 from owners
,,retire lock 536900705767369
,,wait SH lock 536901002196596
,,acquire lock 536901002196596
,,remove lock 536901002196596 from owners
,,retire lock 536901002196596
,,wait EX lock 536900736167410
,,acquire lock 536900736167410
,,remove lock 536900736167410 from owners
,,retire lock 536900736167410
,,wait SH lock 536901108321236
,,acquire lock 536901108321236
,,remove lock 536901108321236 from owners
,,retire lock 536901108321236
,,wait EX lock 536900741238636
,,acquire lock 536900741238636
,,remove lock 536900741238636 from owners
,,retire lock 536900741238636
,,wait SH lock 536901126879081
,,acquire lock 536901126879081
,,remove lock 536901126879081 from owners
,,retire lock 536901126879081
,,wait EX lock 536900736692254
,,acquire lock 536900736692254
,,remove lock 536900736692254 from owners
,,retire lock 536900736692254
,,wait SH lock 536901110256523
,,acquire lock 536901110256523
,,remove lock 536901110256523 from owners
,,retire lock 536901110256523
,,wait EX lock 536900669876681
,,acquire lock 536900669876681
,,remove lock 536900669876681 from owners
,,retire lock 536900669876681
,,wait SH lock 536900872240790
,,acquire lock 536900872240790
,,remove lock 536900872240790 from owners
,,retire lock 536900872240790
,,pre-commit: txn 196's barriers = 0
,,txn 196 set commited
,,release lock 536900872240790 from retired
,,release lock 536900669876681 from retired
,,release lock 536901110256523 from retired
,,release lock 536900736692254 from retired
,,release lock 536901126879081 from retired
,,release lock 536900741238636 from retired
,,release lock 536901108321236 from retired
,,release lock 536900736167410 from retired
,,release lock 536901002196596 from retired
,,release lock 536900705767369 from retired
,,release lock 536900997151913 from retired
,start txn 47,
,,release lock 536900704425223 from retired
,,release lock 536900749450935 from retired
,,release lock 536900635928845 from retired
start txn 126,,
,wait SH lock 536900749115690,
,acquire lock 536900749115690,
,,release lock 536900812069289 from retired
,,release lock 536900652829020 from retired
,,release lock 536901056525982 from retired
,,release lock 536900721057650 from retired
,,release lock 536900907751866 from retired
,remove lock 536900749115690 from owners,
,retire lock 536900749115690,
,"txn 47 increment barrier, now should be 1",
,wait SH lock 536900749121139,
,acquire lock 536900749121139,
,remove lock 536900749121139 from owners,
,,release lock 536900679517063 from retired
,,release lock 536900812146960 from retired
,retire lock 536900749121139,
,,release lock 536900652848798 from retired
,,release lock 536900811048504 from retired
,,release lock 536900652555090 from retired
,,release lock 536901071018930 from retired
,,release lock 536900725011685 from retired
,wait SH lock 536901235334630,
,,release lock 536900749128487 from retired
,,release lock 536901493667847 from retired
,acquire lock 536901235334630,
,remove lock 536901235334630 from owners,
,retire lock 536901235334630,
,pre-commit: txn 47's barriers = 1,
,txn 47 set aborted,
,release lock 536901235334630 from retired,
,release lock 536900749121139 from retired,
wound txn 47,txn 47 set abort by 126,
wound 47 on 536900749115690,47 wounded by 126,
,removed lock 536900749115690 from retired by 126,
wait SH lock 536900749115690,,
acquire lock 536900749115690,,
,,release lock 536900749115690 from retired
,,start txn 199
,,wait SH lock 536900749115690
remove lock 536900749115690 from owners,,
retire lock 536900749115690,,
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
wait SH lock 536900749125596,,
,,"txn 199 increment barrier, now should be 1"
,,wait SH lock 536900749121139
acquire lock 536900749125596,,
,,acquire lock 536900749121139
remove lock 536900749125596 from owners,,
retire lock 536900749125596,,
wait SH lock 536901392463412,,
acquire lock 536901392463412,,
remove lock 536901392463412 from owners,,
retire lock 536901392463412,,
pre-commit: txn 126's barriers = 0,,
,,remove lock 536900749121139 from owners
,,retire lock 536900749121139
,,wait SH lock 536901246277859
,,acquire lock 536901246277859
,,remove lock 536901246277859 from owners
,,retire lock 536901246277859
,,pre-commit: txn 199's barriers = 1
txn 126 set commited,,
release lock 536901392463412 from retired,,
release lock 536900749125596 from retired,,
release lock 536900749115690 from retired,,
,,"txn 199 decrement barrier, now should be 0"
,,txn 199 set commited
,,release lock 536901246277859 from retired
start txn 129,,
,,release lock 536900749121139 from retired
,,release lock 536900749115690 from retired
,,start txn 202
,,wait EX lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,wait EX lock 536901277785583
,,acquire lock 536901277785583
,,remove lock 536901277785583 from owners
,,retire lock 536901277785583
,,wait SH lock 536900749122391
,,acquire lock 536900749122391
,,remove lock 536900749122391 from owners
,,retire lock 536900749122391
,,wait EX lock 536900698115489
,,acquire lock 536900698115489
,,remove lock 536900698115489 from owners
,,retire lock 536900698115489
,,wait SH lock 536900973825644
,,acquire lock 536900973825644
,,remove lock 536900973825644 from owners
,,retire lock 536900973825644
,,wait EX lock 536900745070553
,,acquire lock 536900745070553
,,remove lock 536900745070553 from owners
,,retire lock 536900745070553
,,wait SH lock 536901141337245
,,acquire lock 536901141337245
,,remove lock 536901141337245 from owners
,,retire lock 536901141337245
,,wait EX lock 536900652844748
,,acquire lock 536900652844748
,,remove lock 536900652844748 from owners
,,retire lock 536900652844748
,,wait SH lock 536900812129014
,,acquire lock 536900812129014
,,remove lock 536900812129014 from owners
,,retire lock 536900812129014
,,wait EX lock 536900681651596
,,acquire lock 536900681651596
,,remove lock 536900681651596 from owners
,,retire lock 536900681651596
,,wait SH lock 536900915752759
,,acquire lock 536900915752759
,,remove lock 536900915752759 from owners
,,retire lock 536900915752759
,,wait EX lock 536900716621125
,,acquire lock 536900716621125
,,remove lock 536900716621125 from owners
,,retire lock 536900716621125
,,wait SH lock 536901039924587
,,acquire lock 536901039924587
,,remove lock 536901039924587 from owners
,,retire lock 536901039924587
,,wait EX lock 536900669181726
,,acquire lock 536900669181726
,,remove lock 536900669181726 from owners
,,retire lock 536900669181726
,,wait SH lock 536900869657514
,,acquire lock 536900869657514
,,remove lock 536900869657514 from owners
,,retire lock 536900869657514
,,wait EX lock 536900640654420
,,acquire lock 536900640654420
,,remove lock 536900640654420 from owners
,,retire lock 536900640654420
,,wait SH lock 536900765834073
,,acquire lock 536900765834073
,,remove lock 536900765834073 from owners
,,retire lock 536900765834073
,,wait EX lock 536900697519827
,,acquire lock 536900697519827
,,remove lock 536900697519827 from owners
,,retire lock 536900697519827
,,wait SH lock 536900971599672
,,acquire lock 536900971599672
,,remove lock 536900971599672 from owners
,,retire lock 536900971599672
,,wait EX lock 536900688827624
,,acquire lock 536900688827624
,,remove lock 536900688827624 from owners
,,retire lock 536900688827624
,,wait SH lock 536900939806998
,,acquire lock 536900939806998
,,remove lock 536900939806998 from owners
,,retire lock 536900939806998
,,wait EX lock 536900691829423
,,acquire lock 536900691829423
,,remove lock 536900691829423 from owners
,,retire lock 536900691829423
,,wait SH lock 536900951044481
,,acquire lock 536900951044481
,,remove lock 536900951044481 from owners
,,retire lock 536900951044481
,,wait EX lock 536900669427302
,,acquire lock 536900669427302
,,remove lock 536900669427302 from owners
,,retire lock 536900669427302
,,wait SH lock 536900870627813
,,acquire lock 536900870627813
,,remove lock 536900870627813 from owners
,,retire lock 536900870627813
,,wait EX lock 536900725564955
,,acquire lock 536900725564955
,,remove lock 536900725564955 from owners
,,retire lock 536900725564955
,,wait SH lock 536901073146534
,,acquire lock 536901073146534
,,remove lock 536901073146534 from owners
,,retire lock 536901073146534
,,pre-commit: txn 202's barriers = 0
,,txn 202 set commited
,,release lock 536901073146534 from retired
,,release lock 536900725564955 from retired
,,release lock 536900870627813 from retired
,,release lock 536900669427302 from retired
,,release lock 536900951044481 from retired
,,release lock 536900691829423 from retired
,,release lock 536900939806998 from retired
,,release lock 536900688827624 from retired
,,release lock 536900971599672 from retired
,,release lock 536900697519827 from retired
,,release lock 536900765834073 from retired
,,release lock 536900640654420 from retired
,,release lock 536900869657514 from retired
,,release lock 536900669181726 from retired
,,release lock 536901039924587 from retired
,,release lock 536900716621125 from retired
,,release lock 536900915752759 from retired
,,release lock 536900681651596 from retired
,,release lock 536900812129014 from retired
,,release lock 536900652844748 from retired
,,release lock 536901141337245 from retired
,,release lock 536900745070553 from retired
,,release lock 536900973825644 from retired
,,release lock 536900698115489 from retired
,,release lock 536900749122391 from retired
,,release lock 536901277785583 from retired
,,release lock 536900749115690 from retired
,,start txn 205
,,wait EX lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,wait EX lock 536901350341583
,,acquire lock 536901350341583
,,remove lock 536901350341583 from owners
,,retire lock 536901350341583
,,wait SH lock 536900749124528
,,acquire lock 536900749124528
,,remove lock 536900749124528 from owners
,,retire lock 536900749124528
,,wait EX lock 536900725127519
,,acquire lock 536900725127519
,,remove lock 536900725127519 from owners
,,retire lock 536900725127519
,,wait SH lock 536901071471044
,,acquire lock 536901071471044
,,remove lock 536901071471044 from owners
,,retire lock 536901071471044
,,wait EX lock 536900708197313
,,acquire lock 536900708197313
,,remove lock 536900708197313 from owners
,,retire lock 536900708197313
,,wait SH lock 536901009832783
,,acquire lock 536901009832783
,,remove lock 536901009832783 from owners
,,retire lock 536901009832783
,,wait EX lock 536900671057675
,,acquire lock 536900671057675
,,remove lock 536900671057675 from owners
,,retire lock 536900671057675
,,wait SH lock 536900876610785
,,acquire lock 536900876610785
,,remove lock 536900876610785 from owners
,,retire lock 536900876610785
,,wait EX lock 536900721903284
,,acquire lock 536900721903284
,,remove lock 536900721903284 from owners
,,retire lock 536900721903284
,,wait SH lock 536901059691423
,,acquire lock 536901059691423
,,remove lock 536901059691423 from owners
,,retire lock 536901059691423
,,wait EX lock 536900668906840
,,acquire lock 536900668906840
,,remove lock 536900668906840 from owners
,,retire lock 536900668906840
,,wait SH lock 536900868625548
,,acquire lock 536900868625548
,,remove lock 536900868625548 from owners
,,retire lock 536900868625548
,,wait EX lock 536900693495291
,,acquire lock 536900693495291
,,remove lock 536900693495291 from owners
,,retire lock 536900693495291
,,wait SH lock 536900957255188
,,acquire lock 536900957255188
,,remove lock 536900957255188 from owners
,,retire lock 536900957255188
,,wait EX lock 536900702512997
,,acquire lock 536900702512997
,,remove lock 536900702512997 from owners
,,retire lock 536900702512997
,,wait SH lock 536900990025435
,,acquire lock 536900990025435
,,remove lock 536900990025435 from owners
,,retire lock 536900990025435
,,wait EX lock 536900729119205
,,acquire lock 536900729119205
,,remove lock 536900729119205 from owners
,,retire lock 536900729119205
,,wait SH lock 536901084944062
,,acquire lock 536901084944062
,,remove lock 536901084944062 from owners
,,retire lock 536901084944062
,,wait EX lock 536900693875125
,,acquire lock 536900693875125
,,remove lock 536900693875125 from owners
,,retire lock 536900693875125
,,wait SH lock 536900958657965
,,acquire lock 536900958657965
,,remove lock 536900958657965 from owners
,,retire lock 536900958657965
,,wait EX lock 536900735065535
,,acquire lock 536900735065535
,,remove lock 536900735065535 from owners
,,retire lock 536900735065535
,,wait SH lock 536901104189905
,,acquire lock 536901104189905
,,remove lock 536901104189905 from owners
,,retire lock 536901104189905
,,wait EX lock 536900687771995
,,acquire lock 536900687771995
,,remove lock 536900687771995 from owners
,,retire lock 536900687771995
,,wait SH lock 536900935926187
,,acquire lock 536900935926187
,,remove lock 536900935926187 from owners
,,retire lock 536900935926187
,,wait EX lock 536900699239633
,,acquire lock 536900699239633
,,remove lock 536900699239633 from owners
,,retire lock 536900699239633
,,wait SH lock 536900978045773
,,acquire lock 536900978045773
,,remove lock 536900978045773 from owners
,,retire lock 536900978045773
,,wait EX lock 536900687848609
,,acquire lock 536900687848609
,,remove lock 536900687848609 from owners
,,retire lock 536900687848609
,,wait SH lock 536900936190397
,,acquire lock 536900936190397
,,remove lock 536900936190397 from owners
,,retire lock 536900936190397
,,pre-commit: txn 205's barriers = 0
,,txn 205 set commited
,,release lock 536900936190397 from retired
,,release lock 536900687848609 from retired
,,release lock 536900978045773 from retired
,,release lock 536900699239633 from retired
,,release lock 536900935926187 from retired
,,release lock 536900687771995 from retired
,,release lock 536901104189905 from retired
,,release lock 536900735065535 from retired
,,release lock 536900958657965 from retired
,,release lock 536900693875125 from retired
,,release lock 536901084944062 from retired
wait SH lock 536900749115690,,
acquire lock 536900749115690,,
remove lock 536900749115690 from owners,,
retire lock 536900749115690,,
"txn 129 increment barrier, now should be 1",,
wait SH lock 536900749118025,,
acquire lock 536900749118025,,
remove lock 536900749118025 from owners,,
retire lock 536900749118025,,
wait SH lock 536901168110732,,
acquire lock 536901168110732,,
remove lock 536901168110732 from owners,,
retire lock 536901168110732,,
pre-commit: txn 129's barriers = 1,,
,,release lock 536900729119205 from retired
,,release lock 536900990025435 from retired
,,release lock 536900702512997 from retired
,,release lock 536900957255188 from retired
,,release lock 536900693495291 from retired
,,release lock 536900868625548 from retired
,,release lock 536900668906840 from retired
,,release lock 536901059691423 from retired
,,release lock 536900721903284 from retired
,,release lock 536900876610785 from retired
,,release lock 536900671057675 from retired
,,release lock 536901009832783 from retired
,,release lock 536900708197313 from retired
,,release lock 536901071471044 from retired
,,release lock 536900725127519 from retired
,,release lock 536900749124528 from retired
,,release lock 536901350341583 from retired
,,release lock 536900749115690 from retired
"txn 129 decrement barrier, now should be 0",,
txn 129 set commited,,
release lock 536901168110732 from retired,,
,,start txn 208
,,wait SH lock 536900749115690
,,acquire lock 536900749115690
release lock 536900749118025 from retired,,
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,"txn 208 increment barrier, now should be 1"
,,wait SH lock 536900749122391
,,acquire lock 536900749122391
,,remove lock 536900749122391 from owners
,,retire lock 536900749122391
release lock 536900749115690 from retired,,
,,"txn 208 decrement barrier, now should be 0"
,,wait SH lock 536901278398453
,,acquire lock 536901278398453
,,remove lock 536901278398453 from owners
,,retire lock 536901278398453
,,pre-commit: txn 208's barriers = 0
,,txn 208 set commited
,,release lock 536901278398453 from retired
,,release lock 536900749122391 from retired
,,release lock 536900749115690 from retired
start txn 132,,
wait SH lock 536900749115690,,
acquire lock 536900749115690,,
remove lock 536900749115690 from owners,,
retire lock 536900749115690,,
,,start txn 211
wait SH lock 536900749128487,,
acquire lock 536900749128487,,
remove lock 536900749128487 from owners,,
retire lock 536900749128487,,
,,wait EX lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,"txn 211 increment barrier, now should be 1"
wait SH lock 536901502199894,,
,,wait EX lock 536901283443633
,,acquire lock 536901283443633
acquire lock 536901502199894,,
,,remove lock 536901283443633 from owners
,,retire lock 536901283443633
,,wait SH lock 536900749122391
,,acquire lock 536900749122391
remove lock 536901502199894 from owners,,
,,remove lock 536900749122391 from owners
retire lock 536901502199894,,
,,retire lock 536900749122391
pre-commit: txn 132's barriers = 0,,
txn 132 set commited,,
,,wait EX lock 536900647549549
,,acquire lock 536900647549549
release lock 536901502199894 from retired,,
,,remove lock 536900647549549 from owners
,,retire lock 536900647549549
release lock 536900749128487 from retired,,
,,wait SH lock 536900791851728
,,acquire lock 536900791851728
release lock 536900749115690 from retired,,
,,remove lock 536900791851728 from owners
,,retire lock 536900791851728
,,"txn 211 decrement barrier, now should be 0"
,,wait EX lock 536900726587946
start txn 135,,
,,acquire lock 536900726587946
wait EX lock 536900749115690,,
acquire lock 536900749115690,,
,,remove lock 536900726587946 from owners
remove lock 536900749115690 from owners,,
,,retire lock 536900726587946
retire lock 536900749115690,,
,,wait SH lock 536901077083388
,,acquire lock 536901077083388
"txn 135 increment barrier, now should be 1",,
,,remove lock 536901077083388 from owners
,,retire lock 536901077083388
,,wait EX lock 536900652262916
wait EX lock 536901395115862,,
,,acquire lock 536900652262916
acquire lock 536901395115862,,
,,remove lock 536900652262916 from owners
remove lock 536901395115862 from owners,,
,,retire lock 536900652262916
retire lock 536901395115862,,
,,wait SH lock 536900809958245
wait SH lock 536900749125596,,
,,acquire lock 536900809958245
acquire lock 536900749125596,,
,,remove lock 536900809958245 from owners
remove lock 536900749125596 from owners,,
,,retire lock 536900809958245
retire lock 536900749125596,,
,,wait EX lock 536900641842697
,,acquire lock 536900641842697
,,remove lock 536900641842697 from owners
,,retire lock 536900641842697
,,wait SH lock 536900769579940
,,acquire lock 536900769579940
,,remove lock 536900769579940 from owners
,,retire lock 536900769579940
wait EX lock 536900708563247,,
,,wait EX lock 536900667069463
,,acquire lock 536900667069463
,,remove lock 536900667069463 from owners
,,retire lock 536900667069463
,,wait SH lock 536900861738786
,,acquire lock 536900861738786
,,remove lock 536900861738786 from owners
,,retire lock 536900861738786
acquire lock 536900708563247,,
,,wait EX lock 536900696948757
remove lock 536900708563247 from owners,,
retire lock 536900708563247,,
,,acquire lock 536900696948757
,,remove lock 536900696948757 from owners
,,retire lock 536900696948757
wait SH lock 536901010861089,,
acquire lock 536901010861089,,
,,wait SH lock 536900969491062
remove lock 536901010861089 from owners,,
,,acquire lock 536900969491062
,,remove lock 536900969491062 from owners
,,retire lock 536900969491062
retire lock 536901010861089,,
,,wait EX lock 536900645330035
,,acquire lock 536900645330035
wait EX lock 536900696988273,,
,,remove lock 536900645330035 from owners
acquire lock 536900696988273,,
,,retire lock 536900645330035
remove lock 536900696988273 from owners,,
retire lock 536900696988273,,
,,wait SH lock 536900783306075
wait SH lock 536900969633659,,
,,acquire lock 536900783306075
,,remove lock 536900783306075 from owners
,,retire lock 536900783306075
,,wait EX lock 536900668762392
,,acquire lock 536900668762392
,,remove lock 536900668762392 from owners
,,retire lock 536900668762392
,,wait SH lock 536900868075301
,,acquire lock 536900868075301
,,remove lock 536900868075301 from owners
,,retire lock 536900868075301
,,wait EX lock 536900642034005
,,acquire lock 536900642034005
,,remove lock 536900642034005 from owners
,,retire lock 536900642034005
,,wait SH lock 536900770247000
,,acquire lock 536900770247000
,,remove lock 536900770247000 from owners
,,retire lock 536900770247000
,,wait EX lock 536900699246028
,,acquire lock 536900699246028
,,remove lock 536900699246028 from owners
,,retire lock 536900699246028
,,wait SH lock 536900978076509
,,acquire lock 536900978076509
,,remove lock 536900978076509 from owners
,,retire lock 536900978076509
,,wait EX lock 536900693994320
,,acquire lock 536900693994320
,,remove lock 536900693994320 from owners
,,retire lock 536900693994320
,,wait SH lock 536900959097498
,,acquire lock 536900959097498
,,remove lock 536900959097498 from owners
,,retire lock 536900959097498
,,wait EX lock 536900736685877
,,acquire lock 536900736685877
,,remove lock 536900736685877 from owners
,,retire lock 536900736685877
,,wait SH lock 536901110224641
,,acquire lock 536901110224641
,,remove lock 536901110224641 from owners
,,retire lock 536901110224641
,,wait EX lock 536900706863995
,,acquire lock 536900706863995
,,remove lock 536900706863995 from owners
,,retire lock 536900706863995
,,wait SH lock 536901006154890
,,acquire lock 536901006154890
,,remove lock 536901006154890 from owners
,,retire lock 536901006154890
,,pre-commit: txn 211's barriers = 0
,,txn 211 set commited
,,release lock 536901006154890 from retired
,,release lock 536900706863995 from retired
,,release lock 536901110224641 from retired
,,release lock 536900736685877 from retired
,,release lock 536900959097498 from retired
,,release lock 536900693994320 from retired
,,release lock 536900978076509 from retired
,,release lock 536900699246028 from retired
,,release lock 536900770247000 from retired
,,release lock 536900642034005 from retired
,,release lock 536900868075301 from retired
,,release lock 536900668762392 from retired
,,release lock 536900783306075 from retired
,,release lock 536900645330035 from retired
,,release lock 536900969491062 from retired
,,release lock 536900696948757 from retired
,,release lock 536900861738786 from retired
,,release lock 536900667069463 from retired
,,release lock 536900769579940 from retired
,,release lock 536900641842697 from retired
,,release lock 536900809958245 from retired
,,release lock 536900652262916 from retired
,,release lock 536901077083388 from retired
,,release lock 536900726587946 from retired
,,release lock 536900791851728 from retired
,,release lock 536900647549549 from retired
,,release lock 536900749122391 from retired
,,release lock 536901283443633 from retired
,,release lock 536900749115690 from retired
"txn 135 decrement barrier, now should be 0",,
,,start txn 214
,,wait EX lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,"txn 214 increment barrier, now should be 1"
,,wait EX lock 536901458610808
,,acquire lock 536901458610808
,start txn 50,
,wait SH lock 536900749115690,
,acquire lock 536900749115690,
,remove lock 536900749115690 from owners,
,retire lock 536900749115690,
,"txn 50 increment barrier, now should be 1",
,wait SH lock 536900749121139,
,acquire lock 536900749121139,
,remove lock 536900749121139 from owners,
,retire lock 536900749121139,
,,remove lock 536901458610808 from owners
,,retire lock 536901458610808
,,wait SH lock 536900749127610
,,acquire lock 536900749127610
,,remove lock 536900749127610 from owners
,,retire lock 536900749127610
,,wait EX lock 536900680481799
,,acquire lock 536900680481799
,,remove lock 536900680481799 from owners
,,retire lock 536900680481799
,,wait SH lock 536900911365995
,,acquire lock 536900911365995
,,remove lock 536900911365995 from owners
,,retire lock 536900911365995
,,wait EX lock 536900642686994
,,acquire lock 536900642686994
,,remove lock 536900642686994 from owners
,,retire lock 536900642686994
,,wait SH lock 536900772751820
,,acquire lock 536900772751820
,,remove lock 536900772751820 from owners
,,retire lock 536900772751820
,,wait EX lock 536900680501863
,,acquire lock 536900680501863
,,remove lock 536900680501863 from owners
,,retire lock 536900680501863
,,wait SH lock 536900911423922
,,acquire lock 536900911423922
,,remove lock 536900911423922 from owners
,,retire lock 536900911423922
,wait SH lock 536901235334630,
,,wait EX lock 536900685317632
,,acquire lock 536900685317632
,,remove lock 536900685317632 from owners
,,retire lock 536900685317632
,,wait SH lock 536900928377813
,,acquire lock 536900928377813
,,remove lock 536900928377813 from owners
,,retire lock 536900928377813
,acquire lock 536901235334630,
,,wait EX lock 536900736708167
,,acquire lock 536900736708167
,,remove lock 536900736708167 from owners
,,retire lock 536900736708167
,,wait SH lock 536901110317082
,,acquire lock 536901110317082
,,remove lock 536901110317082 from owners
,,retire lock 536901110317082
,,wait EX lock 536900708476931
,,acquire lock 536900708476931
,,remove lock 536900708476931 from owners
,,retire lock 536900708476931
,,wait SH lock 536901010609884
,,acquire lock 536901010609884
,,remove lock 536901010609884 from owners
,,retire lock 536901010609884
,,wait EX lock 536900725531376
,,acquire lock 536900725531376
,,remove lock 536900725531376 from owners
,,retire lock 536900725531376
,,wait SH lock 536901073017931
,,acquire lock 536901073017931
,,remove lock 536901073017931 from owners
,,retire lock 536901073017931
,,wait EX lock 536900688974754
,remove lock 536901235334630 from owners,
,,acquire lock 536900688974754
,retire lock 536901235334630,
,,remove lock 536900688974754 from owners
,pre-commit: txn 50's barriers = 1,
,,retire lock 536900688974754
,,wait SH lock 536900940317279
,,acquire lock 536900940317279
,,remove lock 536900940317279 from owners
,,retire lock 536900940317279
,,wait EX lock 536900677849106
,,acquire lock 536900677849106
,,remove lock 536900677849106 from owners
,,retire lock 536900677849106
,,wait SH lock 536900901791655
,,acquire lock 536900901791655
,,remove lock 536900901791655 from owners
,,retire lock 536900901791655
,,wait EX lock 536900689800156
,,acquire lock 536900689800156
,,remove lock 536900689800156 from owners
,,retire lock 536900689800156
,,wait SH lock 536900943403934
,,acquire lock 536900943403934
,,remove lock 536900943403934 from owners
,,retire lock 536900943403934
,,pre-commit: txn 214's barriers = 1
acquire lock 536900969633659,,
remove lock 536900969633659 from owners,,
retire lock 536900969633659,,
wait EX lock 536900661142700,,
acquire lock 536900661142700,,
remove lock 536900661142700 from owners,,
retire lock 536900661142700,,
wait SH lock 536900843321584,,
acquire lock 536900843321584,,
remove lock 536900843321584 from owners,,
retire lock 536900843321584,,
wait EX lock 536900690152075,,
acquire lock 536900690152075,,
remove lock 536900690152075 from owners,,
retire lock 536900690152075,,
