ABORT_PENALTY,BB_OPT_MAX_WAITER,BB_OPT_RAW,CC_ALG,DEBUG_ABORT_LENGTH,DEBUG_CS_PROFILING,DEBUG_PROFILING,DYNAMIC_TS,FIRST_HS,FIXED_HS,FLIP_RATIO,KEY_ORDER,LATCH,MAX_TXN_PER_PART,NUM_HS,POS_HS,READ_PERC,REQ_PER_QUERY,RETIRE_ON,SECOND_HS,SPECIFIED_RATIO,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THREAD_CNT,UNSET_NUMA,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,abort_length,cascading_abort_times,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,max_abort_length,run_time,throughput,time_abort,time_cleanup,time_commit,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_ts_alloc,time_wait,txn_cnt,user_abort_cnt,wait_cnt
50000,0,true,WOUND_WAIT,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,16,true,YCSB,false,0, 2, 0, 0, 312120,0,0,0,0, 312120, 0, 499.393,51262.3, 4.513e-05, 2.07152, 0, 0, 0, 4.491, 18.7418, 0.0322483, 0, 0, 0, 0, 174484808, 466.777, 1600000, 0, 1599999
50000,0,true,WOUND_WAIT,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,32,true,YCSB,false,0, 1, 0, 0, 576483,0,0,0,0, 576486, 0, 1844.74,55508.6, 0.0105112, 3.91824, 0, 0, 0, 6.9915, 36.527, 0.0634815, 0, 0, 0, 0, 323681731, 1782.51, 3199965, 0, 3199964
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,1,true,YCSB,false,0, 0, 0, 0, 15701,0,0,0,0, 15701, 0, 1.57019,63686.6, 0, 0.0277825, 0.00154711, 0, 0, 0.308951, 0.56915, 0.00309853, 0, 0, 0, 0, 0, 0, 100000, 0, 0
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,2,true,YCSB,false,0, 0, 0, 0, 45474,0,0,0,0, 45474, 0, 8.98281,43980.4, 0, 1.52276, 1.1785, 0, 0, 1.92831, 5.73522, 0.00571069, 0, 0, 0, 0, 0, 0.000150174, 197534, 0, 182
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,4,true,YCSB,false,0, 0, 0, 0, 28379,0,0,0,0, 28379, 0, 11.308,140948, 0, 1.9689, 1.36862, 0, 0, 1.58499, 7.30003, 0.00898706, 0, 0, 0, 0, 0, 0.000885171, 398460, 0, 1415
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,8,true,YCSB,false,0, 0, 0, 0, 23831,0,0,0,0, 23831, 0, 19.0387,335689, 0, 5.37551, 4.13455, 0, 0, 1.46322, 12.7908, 0.0170004, 0, 0, 0, 0, 0, 0.0148659, 798885, 0, 17488
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,16,true,YCSB,false,0, 0, 0, 0, 40559,0,0,0,0, 40559, 0, 64.7707,394487, 0, 33.2375, 29.8501, 0, 0, 3.472, 50.5192, 0.036142, 0, 0, 0, 0, 0, 0.153552, 1596951, 0, 87323
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,32,true,YCSB,false,0, 0, 0, 0, 85374,0,0,0,0, 85374, 0, 273.16,374821, 0, 206.459, 198.44, 0, 0, 7.01265, 244.365, 0.0671676, 0, 0, 0, 0, 0, 0.296396, 3199557, 0, 288284
50000,0,true,WAIT_DIE,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,1,true,YCSB,false,0, 0, 0, 0, 18389,0,0,0,0, 18389, 0, 1.83894,54379.2, 0, 0.0702577, 0, 0, 0, 0.325872, 1.1053, 0.00923851, 0, 0, 0, 0, 2737293, 0, 100000, 0, 0
50000,0,true,WAIT_DIE,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,2,true,YCSB,false,0, 49360, 0, 0, 47435,0,0,0,0, 48486, 0, 9.45719,41266.4, 0.201091, 0.169234, 0, 0, 0, 0.933541, 2.7236, 3.85077, 0, 0, 0, 0, 8810802, 0.839463, 195132, 0, 46035
