ABORT_PENALTY,BB_OPT_MAX_WAITER,BB_OPT_RAW,CC_ALG,DEBUG_ABORT_LENGTH,DEBUG_CS_PROFILING,DEBUG_PROFILING,DYNAMIC_TS,FIRST_HS,FIXED_HS,FLIP_RATIO,KEY_ORDER,LATCH,MAX_TXN_PER_PART,NUM_HS,POS_HS,READ_PERC,REQ_PER_QUERY,RETIRE_ON,SECOND_HS,SPECIFIED_RATIO,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THREAD_CNT,UNSET_NUMA,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,abort_length,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_commit,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_ts_alloc,time_wait,txn_cnt,user_abort_cnt,wait_cnt
50000,0,true,BAMBOO,false,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,SPECIFIED,1,16,true,WR,0.75,true,10000000,16,true,YCSB,false,0, 0, 0, 31327,0,0,0,0, 31327, 49.5775,510741, 0, 11.117, 6.59226, 0.927081, 12.8259, 2.49089, 29.3266, 0.034721, 0.619061, 2.86522, 0.367855, 1.6075, 0, 6.5817, 1582577, 0, 1411994
50000,0,true,BAMBOO,false,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,SPECIFIED,1,16,true,WR,1,true,10000000,16,true,YCSB,false,0, 0, 0, 33890,0,0,0,0, 33890, 53.1524,472107, 0, 5.91309, 0.940768, 1.06554, 13.6139, 3.41171, 26.476, 0.0374479, 0.657457, 3.26825, 0.365177, 1.80744, 0, 11.4551, 1568351, 0, 1388958
50000,0,true,WOUND_WAIT,false,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,SPECIFIED,1,16,true,WR,0,true,10000000,16,true,YCSB,false,0, 5, 0, 297658,0,0,0,0, 297658, 476.253,53752.8, 0.000491299, 2.86315, 0, 0.806415, 10.8446, 3.99222, 19.8676, 0.0387796, 0.302279, 1.34174, 0, 0, 179446998, 443.003, 1599996, 0, 1599995
50000,0,true,WOUND_WAIT,false,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,SPECIFIED,1,16,true,WR,0.25,true,10000000,16,true,YCSB,false,0, 1, 0, 251372,0,0,0,0, 251372, 402.195,63650.6, 0.000103624, 2.95637, 0, 0.96323, 10.9121, 4.55517, 20.9584, 0.0326879, 0.330381, 1.42502, 0, 0, 181680123, 366.723, 1600000, 0, 1599999
50000,0,true,WOUND_WAIT,false,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,SPECIFIED,1,16,true,WR,0.5,true,10000000,16,true,YCSB,false,0, 6, 0, 163969,0,0,0,0, 163970, 262.333,97578.4, 0.00143253, 3.17199, 0, 1.22355, 11.1688, 4.30909, 21.0663, 0.033189, 0.358385, 1.54244, 0, 0, 182009806, 226.925, 1599875, 0, 1599874
50000,0,true,WOUND_WAIT,false,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,SPECIFIED,1,16,true,WR,0.75,true,10000000,16,true,YCSB,false,0, 269, 0, 78322,0,0,0,0, 78343, 125.327,204230, 0.0327845, 3.47144, 0, 1.35923, 11.3288, 3.42909, 21.0158, 0.0555088, 0.345166, 1.77102, 0, 0, 202438393, 91.2405, 1599720, 0, 1599719
50000,0,true,WOUND_WAIT,false,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,SPECIFIED,1,16,true,WR,1,true,10000000,16,true,YCSB,false,0, 158962, 0, 25873,0,0,0,0, 28059, 41.5944,570253, 3.23742, 2.68103, 0, 0.427205, 11.0253, 2.22601, 15.8621, 12.2989, 0.283166, 1.41197, 0, 0, 157030600, 0.503327, 1482458, 0, 302364
50000,0,true,BAMBOO,false,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,SPECIFIED,1,16,true,WR,0,true,10000000,16,true,YCSB,false,0, 0, 0, 45871,0,0,0,0, 45871, 73.2053,348799, 0, 37.5922, 33.1729, 1.35757, 12.4677, 3.60601, 57.6095, 0.0438545, 0.791577, 2.42963, 0.289497, 1.18498, 0, 0.598668, 1595872, 0, 632618
50000,0,true,BAMBOO,false,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,SPECIFIED,1,16,true,WR,0.25,true,10000000,16,true,YCSB,false,0, 0, 0, 44092,0,0,0,0, 44092, 70.0639,362877, 0, 34.0853, 29.554, 1.30849, 12.2467, 3.39972, 54.2778, 0.0387755, 0.811174, 2.64803, 0.315781, 1.28681, 0, 0.921483, 1589034, 0, 702935
50000,0,true,BAMBOO,false,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,SPECIFIED,1,16,true,WR,0.5,true,10000000,16,true,YCSB,false,0, 0, 0, 36313,0,0,0,0, 36313, 57.4697,440604, 0, 23.2341, 18.7202, 1.07403, 12.0488, 2.76986, 41.2592, 0.035012, 0.745636, 2.67991, 0.35573, 1.49644, 0, 2.24691, 1582584, 0, 1105716
