ABORT_PENALTY,BB_ALWAYS_RETIRE_READ,BB_AUTORETIRE,BB_DYNAMIC_TS,BB_LAST_RETIRE,BB_OPT_RAW,BB_PRECOMMIT,CC_ALG,COMPILE_ONLY,CPU_FREQ,IC3_EAGER_EXEC,IC3_MODIFIED_TPCC,IC3_RENDEZVOUS,LATCH,MAX_RUNTIME,MAX_TXN_PER_PART,NDEBUG,NUM_WH,OUTPUT_TO_FILE,PF_ABORT,PF_BASIC,PF_CS,TERMINATE_BY_COUNT,THREAD_CNT,TPCC_USER_ABORT,UNSET_NUMA,WORKLOAD,WW_STARV_FREE,abort_cnt,abort_cnt_long,abort_length,cascading_abort_cnt,cascading_abort_times,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,lock_acquire_cnt,lock_directly_cnt,max_abort_length,run_time,throughput,time_abort,time_cleanup,time_commit,time_copy,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_semaphore_cs,time_ts_alloc,time_wait,txn_cnt,txn_cnt_long,user_abort_cnt,wait_cnt
50000,true,false,true,0,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,1,true,false,TPCC,false, 7597, 0, 0, 0, 0, 6550,0,0,0,0, 6550, 0, 0, 0, 10,151647, 0.0670299, 0.428323, 0.0377879, 0, 0, 0, 0.815973, 3.25997, 0.0375896, 0, 0, 0, 0, 0, 0, 0, 1516469, 0, 7597, 0
50000,true,false,true,0,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,2,true,false,TPCC,false, 9596, 0, 0, 0, 0, 12188,0,0,0,0, 12199, 0, 0, 0, 19.9827,162991, 0.13347, 4.04618, 2.66249, 0, 0, 0, 1.0038, 12.4583, 0.148588, 0, 0, 0, 0, 0, 0, 0.117377, 1628499, 0, 8193, 102735
50000,true,false,true,0,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,4,true,false,TPCC,false, 25969, 0, 0, 0, 0, 15398,0,0,0,0, 15457, 0, 0, 0, 39.969,257476, 0.351427, 10.9377, 7.29919, 0, 0, 0, 1.32207, 25.6342, 1.11147, 0, 0, 0, 0, 0, 0, 0.679828, 2572769, 0, 12824, 580588
50000,true,false,true,0,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,8,true,false,TPCC,false, 67266, 0, 0, 0, 0, 22508,0,0,0,0, 22712, 0, 0, 0, 79.983,350693, 1.06558, 27.4909, 18.9406, 0, 0, 0, 1.86911, 53.0735, 4.07541, 0, 0, 0, 0, 0, 0, 2.4739, 3506191, 0, 17436, 1441781
50000,true,false,true,0,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,16,true,false,TPCC,false, 100347, 0, 0, 0, 0, 47123,0,0,0,0, 47670, 0, 0, 0, 159.977,334696, 2.28015, 92.4937, 78.9158, 0, 0, 0, 1.78503, 122.326, 6.748, 0, 0, 0, 0, 0, 0, 8.32318, 3346480, 0, 16914, 1986258
50000,true,false,true,0,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,32,true,false,TPCC,false, 67034, 0, 0, 0, 0, 120622,0,0,0,0, 121116, 0, 0, 0, 319.979,263905, 1.67205, 263.765, 250.011, 0, 0, 0, 1.42678, 291.057, 4.33014, 0, 0, 0, 0, 0, 0, 6.53282, 2638871, 0, 13427, 1437419
50000,true,false,true,0,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,64,true,false,TPCC,false, 39886, 0, 0, 0, 0, 356459,0,0,0,0, 357048, 0, 0, 0, 639.955,179167, 1.34225, 595.172, 581.35, 0, 0, 0, 0.976765, 619.404, 2.55902, 0, 0, 0, 0, 0, 0, 4.6021, 1791546, 0, 8865, 907152
50000,true,false,true,0,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,96,true,false,TPCC,false, 27702, 0, 0, 0, 0, 775145,0,0,0,0, 776338, 0, 0, 0, 959.84,123624, 1.73039, 919.81, 905.633, 0, 0, 0, 0.64789, 942.363, 1.87392, 0, 0, 0, 0, 0, 0, 4.42523, 1236039, 0, 6101, 632184
50000,true,false,true,0,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,120,true,false,TPCC,false, 24202, 0, 0, 0, 0, 1234133,0,0,0,0, 1239734, 0, 0, 0, 1199.81,96764.5, 5.79572, 1152.06, 1137.88, 0, 0, 0, 0.496739, 1173.52, 1.72308, 0, 0, 0, 0, 0, 0, 10.7901, 967495, 0, 4923, 494763
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,1,true,false,TPCC,false, 7609, 0, 0, 0, 0, 6544,0,0,0,0, 6544, 0, 0, 0, 10,151791, 0.0667412, 0.430809, 0.0376746, 0, 0, 0, 0.835467, 3.268, 0.0371361, 0, 0, 0, 0, 0, 0, 0, 1517908, 0, 7609, 0
