ABORT_PENALTY,BB_ALWAYS_RETIRE_READ,BB_AUTORETIRE,BB_DYNAMIC_TS,BB_LAST_RETIRE,BB_OPT_RAW,BB_PRECOMMIT,CC_ALG,COMPILE_ONLY,CPU_FREQ,IC3_EAGER_EXEC,IC3_MODIFIED_TPCC,IC3_RENDEZVOUS,LATCH,MAX_RUNTIME,MAX_TXN_PER_PART,NDEBUG,NUM_WH,OUTPUT_TO_FILE,PF_ABORT,PF_BASIC,PF_CS,TERMINATE_BY_COUNT,THREAD_CNT,TPCC_USER_ABORT,UNSET_NUMA,WORKLOAD,WW_STARV_FREE,abort_cnt,abort_cnt_long,abort_length,cascading_abort_cnt,cascading_abort_times,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,lock_acquire_cnt,lock_directly_cnt,max_abort_length,run_time,throughput,time_abort,time_cleanup,time_commit,time_copy,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_semaphore_cs,time_ts_alloc,time_wait,txn_cnt,txn_cnt_long,user_abort_cnt,wait_cnt
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,8,true,false,TPCC,false, 68861, 0, 0, 0, 0, 22087,0,0,0,0, 22293, 0, 0, 0, 79.9758,357314, 1.07654, 27.3822, 18.8956, 0, 0, 0, 1.87749, 52.9461, 4.21247, 0, 0, 0, 0, 0, 0, 2.42915, 3572063, 0, 17397, 1455022
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,16,true,false,TPCC,false, 99691, 0, 0, 0, 0, 47800,0,0,0,0, 48361, 0, 0, 0, 159.991,329909, 2.3024, 92.6986, 79.1111, 0, 0, 0, 1.79593, 122.441, 6.69421, 0, 0, 0, 0, 0, 0, 8.27599, 3298901, 0, 16819, 1965896
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,32,true,false,TPCC,false, 65413, 0, 0, 0, 0, 122745,0,0,0,0, 123240, 0, 0, 0, 319.982,259361, 1.64659, 264.337, 250.607, 0, 0, 0, 1.42373, 291.486, 4.26668, 0, 0, 0, 0, 0, 0, 6.39411, 2593464, 0, 12771, 1396806
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,64,true,false,TPCC,false, 40148, 0, 0, 0, 0, 358651,0,0,0,0, 359249, 0, 0, 0, 639.936,178067, 1.35891, 595.143, 581.273, 0, 0, 0, 0.973887, 619.515, 2.5714, 0, 0, 0, 0, 0, 0, 4.62842, 1780493, 0, 8979, 907053
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,96,true,false,TPCC,false, 26797, 0, 0, 0, 0, 787212,0,0,0,0, 788327, 0, 0, 0, 959.842,121744, 1.61531, 920.13, 905.962, 0, 0, 0, 0.640113, 942.746, 1.80153, 0, 0, 0, 0, 0, 0, 4.36397, 1217240, 0, 6102, 625975
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,120,true,false,TPCC,false, 24993, 0, 0, 0, 0, 1217552,0,0,0,0, 1220737, 0, 0, 0, 1199.93,98278.1, 3.41177, 1159.42, 1145.11, 0, 0, 0, 0.509257, 1180.44, 1.78332, 0, 0, 0, 0, 0, 0, 6.11095, 982722, 0, 4949, 514321
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,1,true,false,TPCC,false, 7714, 0, 0, 0, 0, 6452,0,0,0,0, 6452, 0, 0, 0, 10,153939, 0.0665626, 0.433897, 0.0387662, 0, 0, 0, 0.850262, 3.26837, 0.0380887, 0, 0, 0, 0, 0, 0, 0, 1539394, 0, 7714, 0
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,2,true,false,TPCC,false, 9780, 0, 0, 0, 0, 12107,0,0,0,0, 12118, 0, 0, 0, 19.9894,164039, 0.138268, 3.92888, 2.62944, 0, 0, 0, 1.01661, 12.3442, 0.154525, 0, 0, 0, 0, 0, 0, 0.147835, 1639523, 0, 8315, 132141
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,4,true,false,TPCC,false, 25676, 0, 0, 0, 0, 15524,0,0,0,0, 15586, 0, 0, 0, 39.9601,255377, 0.352592, 11.0221, 7.4325, 0, 0, 0, 1.3527, 25.6623, 1.1276, 0, 0, 0, 0, 0, 0, 0.651868, 2551223, 0, 12372, 561390
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,8,true,false,TPCC,false, 66697, 0, 0, 0, 0, 22541,0,0,0,0, 22747, 0, 0, 0, 79.977,350130, 1.07392, 27.6389, 19.1061, 0, 0, 0, 1.89247, 53.2342, 4.02466, 0, 0, 0, 0, 0, 0, 2.43418, 3500288, 0, 17587, 1413123
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,16,true,false,TPCC,false, 100820, 0, 0, 0, 0, 46989,0,0,0,0, 47542, 0, 0, 0, 159.981,335590, 2.30645, 92.0939, 78.5006, 0, 0, 0, 1.78406, 122.031, 6.79117, 0, 0, 0, 0, 0, 0, 8.40229, 3355492, 0, 16961, 2009280
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,32,true,false,TPCC,false, 67578, 0, 0, 0, 0, 120474,0,0,0,0, 120971, 0, 0, 0, 319.975,264216, 1.68577, 263.516, 249.776, 0, 0, 0, 1.44081, 290.892, 4.41444, 0, 0, 0, 0, 0, 0, 6.57215, 2641957, 0, 13192, 1439128
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,64,true,false,TPCC,false, 39616, 0, 0, 0, 0, 361447,0,0,0,0, 362043, 0, 0, 0, 639.883,176694, 1.34486, 594.649, 580.688, 0, 0, 0, 0.949612, 619.205, 2.61249, 0, 0, 0, 0, 0, 0, 4.55429, 1766615, 0, 8765, 911255
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,96,true,false,TPCC,false, 27647, 0, 0, 0, 0, 780895,0,0,0,0, 782187, 0, 0, 0, 959.827,122699, 1.8475, 919.541, 905.347, 0, 0, 0, 0.644849, 942.046, 1.86162, 0, 0, 0, 0, 0, 0, 4.62895, 1226770, 0, 6194, 633272
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,true,true,true,LH_MCSLOCK,10,100000,true,1,true,false,true,false,false,120,true,false,TPCC,false, 22907, 0, 0, 0, 0, 1236117,0,0,0,0, 1240882, 0, 0, 0, 1199.95,96679.8, 4.92382, 1157.07, 1142.9, 0, 0, 0, 0.499738, 1177.64, 1.6305, 0, 0, 0, 0, 0, 0, 7.69023, 966759, 0, 4949, 503941
