ABORT_PENALTY,CC_ALG,CLV_RETIRE_ON,DEBUG_PROFILING,DEBUG_TMP,DYNAMIC_TS,FIRST_HS,FLIP_RATIO,KEY_ORDER,MAX_TXN_PER_PART,NUM_HS,POS_HS,READ_PERC,REQ_PER_QUERY,RETIRE_READ,SPECIFIED_RATIO,SPINLOCK,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THREAD_CNT,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug10,debug11,debug2,debug3,debug4,debug5,debug6,debug7,debug8,debug9,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
50000,CLV,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,1,YCSB,false,0.5,0,0,0,0.301955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024869,0.021571,0.001099,-nan,0.000000,0.000000,0.000024,2.437817,41020.303539,0.000000,0.118161,0.352965,1.504589,0.000984,0.000000,0.000000,100000
50000,CLV,1,true,false,false,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,1,YCSB,false,0.5,0,0,0,0.302902,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024776,0.020485,0.001124,-nan,0.000000,0.000000,0.000024,2.440204,40980.186778,0.000000,0.145271,0.361464,1.502325,0.001017,0.000000,0.000000,100000
50000,CLV,0,true,false,false,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,1,YCSB,false,0.5,0,0,0,0.302976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024742,0.020480,0.001113,-nan,0.000000,0.000000,0.000024,2.427991,41186.320377,0.000000,0.145779,0.357982,1.493948,0.001022,0.000000,0.000000,100000
50000,CLV,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,2,YCSB,false,0.5,0,0,0,1.450994,0.000000,0.000000,0.000000,0.000016,0.000031,0.000009,0.087736,0.051471,0.002169,-nan,0.000000,0.000000,0.000046,8.652948,43131.656834,0.000000,0.311552,1.369852,5.598639,0.002163,0.000000,0.000050,186608
50000,CLV,1,true,false,false,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,2,YCSB,false,0.5,2,0,0,1.455888,0.000000,0.000000,0.000000,0.000010,0.000027,0.000011,0.086662,0.047652,0.002156,-nan,0.000000,0.000000,0.000040,7.802968,49435.036509,0.000037,0.377563,1.204762,4.956741,0.002294,0.000000,0.000154,192870
50000,CLV,0,true,false,false,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,2,YCSB,false,0.5,3,0,0,1.468992,0.000000,0.000000,0.000000,0.000007,0.000008,0.000006,0.088579,0.055198,0.002189,-nan,0.000000,0.000000,0.000045,8.426112,44922.261761,0.000208,0.387594,1.318747,5.417246,0.002475,0.000000,0.000030,189260
50000,CLV,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,4,YCSB,false,0.5,0,0,0,2.895233,0.000000,0.000000,0.000000,0.000109,0.000215,0.000095,0.177558,0.107356,0.004590,-nan,0.000000,0.000000,0.000033,12.727245,121779.380375,0.000000,0.643608,1.520798,7.840381,0.011688,0.000000,0.004480,387479
50000,CLV,1,true,false,false,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,4,YCSB,false,0.5,19,0,0,2.948952,0.000000,0.000000,0.000000,0.000029,0.000075,0.000025,0.174631,0.104316,0.004520,-nan,0.000000,0.000000,0.000031,12.511272,127236.622238,0.000860,0.815427,1.570804,7.566320,0.007060,0.000000,0.000209,397973
50000,CLV,0,true,false,false,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,4,YCSB,false,0.5,17,0,0,2.949935,0.000000,0.000000,0.000000,0.000028,0.000134,0.000052,0.177697,0.116951,0.004533,-nan,0.000000,0.000000,0.000035,13.626808,114655.168977,0.000234,0.833016,1.923200,8.264178,0.007628,0.000000,0.000427,390596
50000,CLV,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,8,YCSB,false,0.5,0,0,0,5.669383,0.000000,0.000000,0.000000,0.000394,0.001110,0.000438,0.350378,0.198043,0.009308,-nan,0.000000,0.000000,0.000027,21.537522,293629.689612,0.000000,1.284335,1.976454,12.798220,0.008946,0.000000,0.086618,790507
