ABORT_PENALTY,CC_ALG,CLV_RETIRE_OFF,CLV_RETIRE_ON,DEBUG_BENCHMARK,DEBUG_CLV,DEBUG_PROFILING,DEBUG_TMP,DYNAMIC_TS,MAX_TXN_PER_PART,MERGE_HS,NUM_WH,PERC_PAYMENT,PRIORITIZE_HS,REORDER_WH,SPINLOCK,THREAD_CNT,WORKLOAD,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug10,debug2,debug3,debug4,debug5,debug6,debug7,debug8,debug9,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
1,CLV,17,2,True,False,True,False,False,100000,False,1,1,False,True,True,1,TPCC,0.0,0.0,0.0,0.008305333333333333,0.0,0.0,0.015398,0.0,0.0,0.003637,0.005822333333333333,0.0011553333333333335,0.0,0.0,0.0,1e-06,0.1471336666666667,679656.320952,0.0,0.024791666666666667,0.0072970000000000005,0.06582566666666666,0.006297333333333333,0.0027416666666666666,0.0,100000.0
1,CLV,17,2,True,False,True,False,False,100000,False,1,1,False,True,True,2,TPCC,2.0,0.0,0.0,0.087606,0.0,0.0,0.039399333333333335,0.0,0.0,0.04770466666666667,0.015062999999999998,0.002428666666666666,0.0,0.0,0.0,3e-06,0.5183996666666667,769321.0277556666,1.4999999999999999e-05,0.10361,0.023446666666666668,0.27724233333333337,0.026225333333333333,0.018518666666666666,0.012661666666666667,199046.66666666666
1,CLV,17,2,True,False,True,False,False,100000,False,1,1,False,True,True,4,TPCC,82886.66666666667,0.0,0.0,0.784249,0.0,0.0,0.2523566666666667,0.43875933333333333,0.07234,0.5044916666666667,0.10073933333333335,0.09178033333333334,0.0,0.0,0.0,1e-05,3.878662,408803.84861266665,0.7054406666666667,0.9046713333333334,0.05121033333333334,1.7511780000000001,0.08159766666666667,0.062695,0.4571243333333333,396370.0
1,CLV,17,2,True,False,True,False,False,100000,False,1,1,False,True,True,8,TPCC,192532.0,0.0,0.0,3.1396166666666665,0.0,0.0,0.867911,1.7599426666666667,0.232837,2.081379,0.377611,1.2362520000000001,0.0,0.0,0.0,2.8000000000000003e-05,22.425252,284655.55324700003,4.831051333333334,4.208585333333333,0.12792033333333333,7.000231333333335,0.20805933333333335,0.16556366666666666,7.7812763333333335,797903.0
1,CLV,17,2,True,False,True,False,False,100000,False,1,1,False,True,True,16,TPCC,32257.333333333332,0.0,0.0,6.424125,0.0,0.0,2.5086336666666664,3.8346749999999994,0.4870856666666667,4.045910999999999,0.6803643333333333,6.886176666666667,0.0,0.0,0.0,5.633333333333333e-05,90.58801533333333,282772.4558726667,1.7859426666666665,12.463158666666665,0.28242266666666666,21.799330666666666,0.39752733333333334,0.31286600000000003,59.894264,1599383.3333333333
1,CLV,17,17,True,False,True,False,False,100000,False,1,1,False,True,True,1,TPCC,0.0,0.0,0.0,0.008105333333333334,0.0,0.0,0.015484999999999999,0.0,0.0,0.0036543333333333337,0.005808333333333333,0.001156,0.0,0.0,0.0,1.6666666666666665e-06,0.15079,663184.060686,0.0,0.024860333333333335,0.007611,0.065921,0.006312666666666667,0.002758333333333333,0.0,100000.0
1,CLV,17,17,True,False,True,False,False,100000,False,1,1,False,True,True,2,TPCC,0.3333333333333333,0.0,0.0,0.08412133333333333,0.0,0.0,0.038420333333333334,0.0,0.0,0.045548,0.014717,0.0024383333333333336,0.0,0.0,0.0,2.6666666666666664e-06,0.498612,797249.4696913334,3.3333333333333337e-06,0.100363,0.01592033333333333,0.26813600000000004,0.025103,0.017369333333333334,0.011918,198749.66666666666
1,CLV,17,17,True,False,True,False,False,100000,False,1,1,False,True,True,4,TPCC,1117.0,0.0,0.0,0.44949900000000004,0.0,0.0,0.1668966666666667,0.0,0.0,0.355437,0.06929266666666666,0.0048196666666666665,0.0,0.0,0.0,6e-06,2.281139,694245.3526316667,0.006263,0.5757786666666668,0.03804,1.3274126666666668,0.06661833333333333,0.05107933333333333,0.44674433333333335,395837.6666666667
1,CLV,17,17,True,False,True,False,False,100000,False,1,1,False,True,True,8,TPCC,710.3333333333334,0.0,0.0,1.2471956666666666,0.0,0.0,0.633544,0.0,0.0,1.0543626666666668,0.17858266666666667,0.010388666666666666,0.0,0.0,0.0,1.533333333333333e-05,12.345900666666665,518021.7906783333,0.011322666666666667,1.6499656666666667,0.14312033333333332,3.8723563333333337,0.146343,0.11429833333333332,7.3034956666666675,799395.0
1,CLV,17,17,True,False,True,False,False,100000,False,1,1,False,True,True,16,TPCC,475.0,0.0,0.0,3.2942436666666666,0.0,0.0,2.255428333333333,0.0,0.0,3.051287,0.5102353333333333,0.04629333333333333,0.0,0.0,0.0,4.233333333333333e-05,67.50705266666667,379307.87823233334,0.017323666666666668,4.515223,0.34722766666666666,11.001883,0.31938099999999997,0.24493966666666667,53.715807000000005,1599041.3333333333
