cycle_detect,cascading_abort_times,time_abort,time_get_cs,MAX_TXN_PER_PART,DEBUG_CS_PROFILING,user_abort_cnt,PERC_PAYMENT,max_abort_length,time_index,BB_OPT_MAX_WAITER,LATCH,ABORT_PENALTY,CC_ALG,NUM_WH,latency,time_cleanup,WORKLOAD,txn_cnt,time_man,WW_STARV_FREE,time_wait,dl_detect_time,COMMUTATIVE_OPS,DEBUG_PROFILING,TPCC_USER_ABORT,THREAD_CNT,BB_OPT_RAW,dl_wait_time,time_release_cs,time_get_latch,run_time,deadlock_cnt,time_release_latch,time_query,wait_cnt,time_retire_latch,commit_latency,abort_cnt,time_commit,abort_length,RETIRE_ON,DYNAMIC_TS,throughput,time_retire_cs,time_ts_alloc
0, 0, 0.0988893, 0,100000,false, 3238,0.5, 0, 1.09422,0,LH_MCSLOCK,50000,IC3,8, 17486, 0.827687,TPCC, 635173, 1.23916,false, 0.043623,0,false,true,true,8,true,0, 0, 0, 11.1336,0, 0, 0.0156689, 0, 0, 17486, 3238, 0.00574313, 0,true,true,456400, 0, 0
0, 0, 5.8153e-05, 0,100000,false, 0,1, 0, 0.116113,0,LH_MCSLOCK,50000,IC3,8, 5905, 0.428018,TPCC, 721216, 0.486981,false, 0.0250563,0,false,true,true,8,true,0, 0, 0, 4.2589,0, 0, 0.0183916, 0, 0, 5905, 0, 0.007464, 0,true,true,1.35475e+06, 0, 0
0, 0, 0.204284, 0,100000,false, 6150,0, 0, 2.12328,0,LH_MCSLOCK,50000,IC3,16, 25252, 1.24706,TPCC, 613826, 1.73591,false, 0.0545173,0,false,true,true,8,true,0, 0, 0, 15.5505,0, 0, 0.0144353, 0, 0, 25252, 6150, 0.0049503, 0,true,true,315784, 0, 0
0, 0, 0.0947849, 0,100000,false, 3495,0.5, 0, 1.22016,0,LH_MCSLOCK,50000,IC3,16, 14240, 0.783561,TPCC, 696411, 1.03163,false, 0.0394603,0,false,true,true,8,true,0, 0, 0, 9.94317,0, 0, 0.0143402, 0, 0, 14240, 3495, 0.00593759, 0,true,true,560313, 0, 0
0, 0, 4.0784e-05, 0,100000,false, 0,1, 0, 0.169891,0,LH_MCSLOCK,50000,IC3,16, 5410, 0.406918,TPCC, 729773, 0.4418,false, 0.0244844,0,false,true,true,8,true,0, 0, 0, 3.94808,0, 0, 0.018782, 0, 0, 5410, 0, 0.00736819, 0,true,true,1.47874e+06, 0, 0
0, 0, 19.8795, 0,100000,false, 15303,0, 0, 3.16976,0,LH_MCSLOCK,50000,IC3,1, 36439, 10.4264,TPCC, 1532004, 4.33233,false, 7.64454,0,false,true,true,16,true,0, 0, 0, 56.1267,0, 0, 1.43337, 0, 0, 36028, 33190, 0.0609229, 0,true,true,436727, 0, 0
0, 0, 5.40083, 0,100000,false, 7730,0.5, 0, 1.59877,0,LH_MCSLOCK,50000,IC3,1, 24041, 4.697,TPCC, 1542191, -5.1872,false, 10.7342,0,false,true,true,16,true,0, 0, 0, 37.1533,0, 0, 0.687737, 0, 0, 23907, 16082, 0.999809, 0,true,true,664142, 0, 0
0, 0, 1.35678, 0,100000,false, 0,1, 0, 0.143833,0,LH_MCSLOCK,50000,IC3,1, 39868, 17.8472,TPCC, 1595394, -18.0421,false, 36.1085,0,false,true,true,16,true,0, 0, 0, 63.6066,0, 0, 0.0296115, 0, 0, 39868, 0, 14.7592, 0,true,true,401315, 0, 0
0, 0, 8.02678, 0,100000,false, 15048,0, 0, 2.90889,0,LH_MCSLOCK,50000,IC3,2, 24188, 4.13885,TPCC, 1496833, 0.920909,false, 4.48133,0,false,true,true,16,true,0, 0, 0, 36.3343,0, 0, 0.608817, 0, 0, 24064, 22439, 0.0174443, 0,true,true,659137, 0, 0
0, 0, 3.55945, 0,100000,false, 7831,0.5, 0, 1.65806,0,LH_MCSLOCK,50000,IC3,2, 17198, 3.0194,TPCC, 1543396, -0.449542,false, 4.25859,0,false,true,true,16,true,0, 0, 0, 26.6116,0, 0, 0.241815, 0, 0, 17157, 10484, 0.193973, 0,true,true,927954, 0, 0
