ABORT_PENALTY,ASYNC_RETIRE,CC_ALG,CLV_RETIRE_ON,CPU_FREQ,DEBUG_PROFILING,DEBUG_TMP,DYNAMIC_TS,FIRST_HS,MAX_SERVER_THDS,MAX_TXN_PER_PART,MODE,NUM_HS,POS_HS,PRIORITIZE_HS,READ_PERC,REQ_PER_QUERY,SPINLOCK,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THINKING_TIME,THREAD_CNT,WORKLOAD,ZIPF_THETA,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug10,debug11,debug2,debug3,debug4,debug5,debug6,debug7,debug8,debug9,dl_detect_time,dl_wait_time,finish_server,finish_t,getrow_cnt,getrow_server,getrow_t,latency,run_time,setrow_cnt,setrow_server,setrow_t,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
50000,True,WAIT_DIE,1,2.6,True,False,True,WR,0,200,CLIENT,1,TOP,False,1.0,16,True,True,1024*5,0,4,YCSB,0,12053,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.003785,2.917612,24629,2.426962,7.668697,0.014928,11.733141,786,0.000212,0.214009,267.95894300000003,6.215822,0.0,0.0,-2.390747,0.931063,0.0,2.390747,786
50000,True,WAIT_DIE,1,2.6,True,False,True,WR,0,200,CLIENT,1,TOP,False,1.0,16,True,True,1024*5,0,8,YCSB,0,56855,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.013512,16.504652,81527,14.298836999999999,36.758158,0.037735000000000005,58.188044,1542,0.000392,0.5392020000000001,212.00231499999998,35.635704,0.0,0.0,-14.199418,4.380159,0.0,14.199418,1542
50000,True,WAIT_DIE,1,2.6,True,False,True,WR,0,200,CLIENT,1,TOP,False,1.0,16,True,True,1024*5,0,16,YCSB,0,236477,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.042821,85.178513,285725,80.256458,183.724707,0.093677,288.336571,3078,0.0007599999999999999,1.2733709999999998,170.80039399999998,185.371196,0.0,0.0,-79.863034,18.140783,0.0,79.863034,3078
50000,True,WAIT_DIE,1,2.6,True,False,True,WR,0,200,CLIENT,1,TOP,False,1.0,16,True,True,1024*5,0,32,YCSB,0,974624,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.163878,480.437929,1070160,433.66368200000005,989.012142,0.258998,1546.479136,5971,0.0016120000000000002,2.671207,123.552912,1043.69019,0.0,0.0,-431.109755,74.291546,0.0,431.109755,5971
50000,True,WOUND_WAIT,1,2.6,True,False,True,WR,0,200,CLIENT,1,TOP,False,1.0,16,True,True,1024*5,0,1,YCSB,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.00027400000000000005,0.024336,3200,0.001261,0.377818,0.002127,0.42547399999999996,200,2.2e-05,0.023155000000000002,470.06361200000003,0.0,0.0,0.0,0.0,3e-06,0.0,0.0,200
50000,True,WOUND_WAIT,1,2.6,True,False,True,WR,0,200,CLIENT,1,TOP,False,1.0,16,True,True,1024*5,0,2,YCSB,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.001017,0.052849,6400,0.809581,1.6371959999999999,0.004414,1.765666,400,7.6e-05,0.075425,453.086875,0.0,0.0,0.0,-0.804953,5e-06,0.0,0.804953,400
50000,True,WOUND_WAIT,1,2.6,True,False,True,WR,0,200,CLIENT,1,TOP,False,1.0,16,True,True,1024*5,0,4,YCSB,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.002955,0.10485499999999999,12800,5.272911,6.895796000000001,0.008992,7.1935199999999995,800,0.000146,0.192522,444.844809,0.0,0.0,0.0,-5.2612760000000005,1e-05,0.0,5.2612760000000005,800
50000,True,WOUND_WAIT,1,2.6,True,False,True,WR,0,200,CLIENT,1,TOP,False,1.0,16,True,True,1024*5,0,8,YCSB,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.006067,0.213646,25600,26.014039999999998,29.291646000000004,0.018759,30.014704,1600,0.000296,0.508731,426.457645,0.0,0.0,0.0,-25.990136,1.9e-05,0.0,25.990136,1600
50000,True,WOUND_WAIT,1,2.6,True,False,True,WR,0,200,CLIENT,1,TOP,False,1.0,16,True,True,1024*5,0,16,YCSB,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.012646,0.425986,51200,115.24399199999999,121.956498,0.038620999999999996,123.58618600000001,3200,0.000523,1.202259,414.285784,0.0,0.0,0.0,-115.19506100000001,3.5e-05,0.0,115.19506100000001,3200
50000,True,WOUND_WAIT,1,2.6,True,False,True,WR,0,200,CLIENT,1,TOP,False,1.0,16,True,True,1024*5,0,32,YCSB,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.024495,0.874692,102400,618.250409,633.4309450000001,0.10016900000000001,641.0820769999999,6400,0.001064,6.773759,319.459875,0.0,0.0,0.0,-618.1435769999999,6.9e-05,0.0,618.1435769999999,6400
