IC3_EAGER_EXEC,cycle_detect,cascading_abort_times,time_abort,time_get_cs,MAX_TXN_PER_PART,DEBUG_CS_PROFILING,user_abort_cnt,PERC_PAYMENT,max_abort_length,time_index,BB_OPT_MAX_WAITER,LATCH,ABORT_PENALTY,CC_ALG,NUM_WH,latency,time_cleanup,WORKLOAD,txn_cnt,time_man,WW_STARV_FREE,time_wait,IC3_RENDEZVOUS,dl_detect_time,COMMUTATIVE_OPS,DEBUG_PROFILING,TPCC_USER_ABORT,THREAD_CNT,BB_OPT_RAW,dl_wait_time,time_release_cs,time_get_latch,run_time,deadlock_cnt,time_release_latch,time_query,wait_cnt,time_retire_latch,commit_latency,abort_cnt,time_commit,abort_length,RETIRE_ON,DYNAMIC_TS,throughput,time_retire_cs,time_ts_alloc
true,0, 0, 0.356023, 0,100000,false, 1946,0.5, 0, 0.385975,0,LH_MCSLOCK,50000,IC3,1, 11335, 0.581071,TPCC, 387733, 0.488256,false, 0.143458,true,0,false,true,true,4,true,0, 0, 0, 4.40831,0, 0, 0.0222627, 0, 0, 11326, 2129, 0.039924, 0,true,true,351820, 0, 0
true,0, 0, 0.118024, 0,100000,false, 1851,0.5, 0, 0.392631,0,LH_MCSLOCK,50000,IC3,2, 10832, 0.45415,TPCC, 383566, 0.469609,false, 0.0392226,true,0,true,true,true,4,true,0, 0, 0, 4.16672,0, 0, 0.0111409, 0, 0, 10829, 1907, 0.00328661, 0,true,true,368219, 0, 0
true,0, 0, 0.125699, 0,100000,false, 1922,0.5, 0, 0.379597,0,LH_MCSLOCK,50000,IC3,2, 11027, 0.493804,TPCC, 390585, 0.478136,false, 0.0761995,true,0,false,true,true,4,true,0, 0, 0, 4.31954,0, 0, 0.0113309, 0, 0, 11025, 1967, 0.0166594, 0,true,true,361691, 0, 0
true,0, 0, 0.0263174, 0,100000,false, 1803,0.5, 0, 0.381652,0,LH_MCSLOCK,50000,IC3,4, 10278, 0.333504,TPCC, 362465, 0.378954,false, 0.0146637,true,0,true,true,true,4,true,0, 0, 0, 3.73643,0, 0, 0.00661311, 0, 0, 10278, 1803, 0.00269095, 0,true,true,388033, 0, 0
true,0, 0, 0.0288916, 0,100000,false, 1820,0.5, 0, 0.376163,0,LH_MCSLOCK,50000,IC3,4, 10178, 0.351531,TPCC, 369418, 0.388905,false, 0.0232225,true,0,false,true,true,4,true,0, 0, 0, 3.77076,0, 0, 0.00725768, 0, 0, 10178, 1820, 0.00271195, 0,true,true,391876, 0, 0
true,0, 0, 0.0253415, 0,100000,false, 1693,0.5, 0, 0.438865,0,LH_MCSLOCK,50000,IC3,8, 12493, 0.319927,TPCC, 339527, 0.408899,false, 0.0144985,true,0,true,true,true,4,true,0, 0, 0, 4.25355,0, 0, 0.00630886, 0, 0, 12493, 1693, 0.00250774, 0,true,true,319288, 0, 0
true,0, 0, 0.0264334, 0,100000,false, 1745,0.5, 0, 0.449572,0,LH_MCSLOCK,50000,IC3,8, 13312, 0.352439,TPCC, 339380, 0.462057,false, 0.0236753,true,0,false,true,true,4,true,0, 0, 0, 4.53015,0, 0, 0.00677184, 0, 0, 13312, 1745, 0.0026154, 0,true,true,299663, 0, 0
true,0, 0, 0.0283411, 0,100000,false, 1623,0.5, 0, 0.674458,0,LH_MCSLOCK,50000,IC3,16, 15646, 0.320346,TPCC, 314015, 0.483418,false, 0.014484,true,0,true,true,true,4,true,0, 0, 0, 4.92513,0, 0, 0.00624171, 0, 0, 15646, 1623, 0.00237313, 0,true,true,255031, 0, 0
true,0, 0, 0.0263418, 0,100000,false, 1734,0.5, 0, 0.60502,0,LH_MCSLOCK,50000,IC3,16, 14417, 0.388637,TPCC, 352776, 0.541655,false, 0.0257837,true,0,false,true,true,4,true,0, 0, 0, 5.09856,0, 0, 0.00712024, 0, 0, 14417, 1734, 0.00281747, 0,true,true,276765, 0, 0
true,0, 0, 1.46776, 0,100000,false, 4025,0.5, 0, 0.788781,0,LH_MCSLOCK,50000,IC3,1, 12008, 1.19647,TPCC, 790215, 1.25843,false, 0.345254,true,0,true,true,true,8,true,0, 0, 0, 9.52021,0, 0, 0.111339, 0, 0, 11976, 5247, 0.0107301, 0,true,true,664032, 0, 0
true,0, 0, 1.54292, 0,100000,false, 4037,0.5, 0, 0.751416,0,LH_MCSLOCK,50000,IC3,1, 13105, 1.63575,TPCC, 778364, 1.50354,false, 0.50296,true,0,false,true,true,8,true,0, 0, 0, 10.2326,0, 0, 0.112089, 0, 0, 13072, 5283, 0.257494, 0,true,true,608538, 0, 0
true,0, 0, 0.680285, 0,100000,false, 3802,0.5, 0, 0.772613,0,LH_MCSLOCK,50000,IC3,2, 11684, 1.03677,TPCC, 763767, 1.20418,false, 0.171381,true,0,true,true,true,8,true,0, 0, 0, 8.95064,0, 0, 0.0444477, 0, 0, 11673, 4193, 0.00801525, 0,true,true,682648, 0, 0
true,0, 0, 0.770763, 0,100000,false, 3865,0.5, 0, 0.799771,0,LH_MCSLOCK,50000,IC3,2, 12293, 1.17828,TPCC, 788032, 1.27966,false, 0.278389,true,0,false,true,true,8,true,0, 0, 0, 9.71483,0, 0, 0.0485292, 0, 0, 12282, 4288, 0.0725802, 0,true,true,648931, 0, 0
true,0, 0, 0.277319, 0,100000,false, 3733,0.5, 0, 0.800113,0,LH_MCSLOCK,50000,IC3,4, 11346, 0.841795,TPCC, 743228, 0.939525,false, 0.0738962,true,0,true,true,true,8,true,0, 0, 0, 8.45797,0, 0, 0.021946, 0, 0, 11344, 3828, 0.00641898, 0,true,true,702985, 0, 0
true,0, 0, 0.265646, 0,100000,false, 3790,0.5, 0, 0.720711,0,LH_MCSLOCK,50000,IC3,4, 10602, 0.889078,TPCC, 744652, 0.938126,false, 0.117676,true,0,false,true,true,8,true,0, 0, 0, 7.9178,0, 0, 0.0229649, 0, 0, 10599, 3906, 0.0254988, 0,true,true,752383, 0, 0
true,0, 0, 0.0989555, 0,100000,false, 3273,0.5, 0, 1.01151,0,LH_MCSLOCK,50000,IC3,8, 14499, 0.744975,TPCC, 674494, 1.02783,false, 0.034099,true,0,true,true,true,8,true,0, 0, 0, 9.80406,0, 0, 0.0148531, 0, 0, 14499, 3273, 0.00559443, 0,true,true,550379, 0, 0
true,0, 0, 0.0935104, 0,100000,false, 3452,0.5, 0, 1.00909,0,LH_MCSLOCK,50000,IC3,8, 15817, 0.832241,TPCC, 682968, 1.18422,false, 0.055559,true,0,false,true,true,8,true,0, 0, 0, 10.8294,0, 0, 0.0150975, 0, 0, 15817, 3452, 0.00586108, 0,true,true,504528, 0, 0
true,0, 0, 0.217347, 0,100000,false, 3363,0.5, 0, 1.35163,0,LH_MCSLOCK,50000,IC3,16, 17412, 0.779259,TPCC, 648030, 1.1973,false, 0.0357882,true,0,true,true,true,8,true,0, 0, 0, 11.3113,0, 0, 0.015142, 0, 0, 17412, 3363, 0.00555081, 0,true,true,458326, 0, 0
true,0, 0, 0.104992, 0,100000,false, 3587,0.5, 0, 1.79909,0,LH_MCSLOCK,50000,IC3,16, 19102, 0.937532,TPCC, 732162, 1.42289,false, 0.0600567,true,0,false,true,true,8,true,0, 0, 0, 14.018,0, 0, 0.017418, 0, 0, 19102, 3587, 0.00640844, 0,true,true,417840, 0, 0
true,0, 0, 8.66136, 0,100000,false, 7729,0.5, 0, 1.7645,0,LH_MCSLOCK,50000,IC3,1, 17822, 4.23114,TPCC, 1538445, 3.22401,false, 1.98212,true,0,true,true,true,16,true,0, 0, 0, 27.5246,0, 0, 0.600843, 0, 0, 17686, 14964, 0.0351953, 0,true,true,894296, 0, 0
true,0, 0, 6.13726, 0,100000,false, 7698,0.5, 0, 1.39347,0,LH_MCSLOCK,50000,IC3,1, 16006, 5.40468,TPCC, 1540050, 4.25254,false, 1.91533,true,0,false,true,true,16,true,0, 0, 0, 24.7192,0, 0, 0.547711, 0, 0, 15912, 14254, 2.04983, 0,true,true,996828, 0, 0
true,0, 0, 3.31516, 0,100000,false, 7404,0.5, 0, 1.52397,0,LH_MCSLOCK,50000,IC3,2, 13617, 2.50796,TPCC, 1479914, 2.43105,false, 0.767594,true,0,true,true,true,16,true,0, 0, 0, 20.2173,0, 0, 0.21915, 0, 0, 13578, 9811, 0.0219974, 0,true,true,1.17121e+06, 0, 0
true,0, 0, 3.22895, 0,100000,false, 7523,0.5, 0, 1.57739,0,LH_MCSLOCK,50000,IC3,2, 14570, 3.17171,TPCC, 1485653, 2.68762,false, 1.1863,true,0,false,true,true,16,true,0, 0, 0, 21.7128,0, 0, 0.2235, 0, 0, 14534, 9938, 0.449382, 0,true,true,1.09477e+06, 0, 0
true,0, 0, 1.63205, 0,100000,false, 7346,0.5, 0, 1.40976,0,LH_MCSLOCK,50000,IC3,4, 12054, 1.93787,TPCC, 1477208, 1.97744,false, 0.353959,true,0,true,true,true,16,true,0, 0, 0, 17.8565,0, 0, 0.0839121, 0, 0, 12044, 8038, 0.0150682, 0,true,true,1.32363e+06, 0, 0
true,0, 0, 1.54397, 0,100000,false, 7663,0.5, 0, 1.53973,0,LH_MCSLOCK,50000,IC3,4, 11820, 2.2463,TPCC, 1523079, 2.26272,false, 0.553553,true,0,false,true,true,16,true,0, 0, 0, 18.0555,0, 0, 0.0950768, 0, 0, 11810, 8461, 0.143028, 0,true,true,1.34969e+06, 0, 0
true,0, 0, 1.14295, 0,100000,false, 6992,0.5, 0, 1.95538,0,LH_MCSLOCK,50000,IC3,8, 15254, 1.91196,TPCC, 1387871, 2.24439,false, 0.28664,true,0,true,true,true,16,true,0, 0, 0, 21.2255,0, 0, 0.0444771, 0, 0, 15251, 7154, 0.0130586, 0,true,true,1.04619e+06, 0, 0
true,0, 0, 1.06578, 0,100000,false, 7013,0.5, 0, 1.71263,0,LH_MCSLOCK,50000,IC3,8, 14661, 2.01515,TPCC, 1400465, 2.11597,false, 0.412281,true,0,false,true,true,16,true,0, 0, 0, 20.5851,0, 0, 0.0437846, 0, 0, 14658, 7176, 0.0652328, 0,true,true,1.08853e+06, 0, 0
true,0, 0, 0.413394, 0,100000,false, 6564,0.5, 0, 3.26114,0,LH_MCSLOCK,50000,IC3,16, 22853, 1.93958,TPCC, 1294123, 3.10045,false, 0.0909244,true,0,true,true,true,16,true,0, 0, 0, 29.6403,0, 0, 0.0420247, 0, 0, 22853, 6564, 0.0124878, 0,true,true,698574, 0, 0
true,0, 0, 0.351977, 0,100000,false, 6317,0.5, 0, 2.5623,0,LH_MCSLOCK,50000,IC3,16, 17212, 1.66976,TPCC, 1272883, 2.28075,false, 0.112379,true,0,false,true,true,16,true,0, 0, 0, 21.9598,0, 0, 0.0305901, 0, 0, 17212, 6317, 0.0113367, 0,true,true,927428, 0, 0
true,0, 0, 64.3075, 0,100000,false, 15241,0.5, 0, 4.45335,0,LH_MCSLOCK,50000,IC3,1, 50295, 32.4013,TPCC, 3022867, 6.34098,false, 28.5949,true,0,true,true,true,32,true,0, 0, 0, 152.639,0, 0, 3.07437, 0, 0, 49278, 53766, 0.185874, 0,true,true,633727, 0, 0
true,0, 0, 32.4031, 0,100000,false, 15866,0.5, 0, 3.49402,0,LH_MCSLOCK,50000,IC3,1, 50295, 90.5862,TPCC, 3138952, 77.6834,false, 13.1537,true,0,false,true,true,32,true,0, 0, 0, 158.132,0, 0, 4.41671, 0, 0, 49306, 71205, 76.3872, 0,true,true,635207, 0, 0
true,0, 0, 19.8449, 0,100000,false, 14805,0.5, 0, 3.36865,0,LH_MCSLOCK,50000,IC3,2, 19638, 8.85262,TPCC, 2968073, 6.27713,false, 4.38831,true,0,true,true,true,32,true,0, 0, 0, 58.4932,0, 0, 1.17232, 0, 0, 19479, 28773, 0.0733946, 0,true,true,1.62375e+06, 0, 0
true,0, 0, 17.1784, 0,100000,false, 14896,0.5, 0, 3.43015,0,LH_MCSLOCK,50000,IC3,2, 20260, 12.9159,TPCC, 2972466, 9.1673,false, 5.41932,true,0,false,true,true,32,true,0, 0, 0, 60.3861,0, 0, 1.10049, 0, 0, 20143, 27853, 5.28219, 0,true,true,1.57518e+06, 0, 0
true,0, 0, 9.7035, 0,100000,false, 14345,0.5, 0, 3.44451,0,LH_MCSLOCK,50000,IC3,4, 15994, 5.34365,TPCC, 2868015, 4.68359,false, 2.16365,true,0,true,true,true,32,true,0, 0, 0, 46.0102,0, 0, 0.413458, 0, 0, 15954, 18696, 0.0437434, 0,true,true,1.9947e+06, 0, 0
true,0, 0, 10.8356, 0,100000,false, 14945,0.5, 0, 3.64941,0,LH_MCSLOCK,50000,IC3,4, 17738, 7.33956,TPCC, 2967635, 4.9598,false, 3.5586,true,0,false,true,true,32,true,0, 0, 0, 52.7845,0, 0, 0.44316, 0, 0, 17700, 19483, 1.28093, 0,true,true,1.79909e+06, 0, 0
true,0, 0, 6.27199, 0,100000,false, 14205,0.5, 0, 4.09292,0,LH_MCSLOCK,50000,IC3,8, 17224, 4.82719,TPCC, 2831098, 4.80011,false, 1.30461,true,0,true,true,true,32,true,0, 0, 0, 48.8953,0, 0, 0.176381, 0, 0, 17211, 15516, 0.0329828, 0,true,true,1.85284e+06, 0, 0
true,0, 0, 6.08556, 0,100000,false, 13067,0.5, 0, 3.97293,0,LH_MCSLOCK,50000,IC3,8, 19616, 5.67882,TPCC, 2622098, 4.57451,false, 2.43379,true,0,false,true,true,32,true,0, 0, 0, 51.5747,0, 0, 0.175011, 0, 0, 19601, 14355, 0.552425, 0,true,true,1.6269e+06, 0, 0
true,0, 0, 3.2337, 0,100000,false, 12241,0.5, 0, 5.11496,0,LH_MCSLOCK,50000,IC3,16, 20303, 4.17627,TPCC, 2450766, 5.01071,false, 0.72989,true,0,true,true,true,32,true,0, 0, 0, 49.8715,0, 0, 0.0851149, 0, 0, 20299, 12502, 0.0250527, 0,true,true,1.57253e+06, 0, 0
true,0, 0, 3.61108, 0,100000,false, 12952,0.5, 0, 5.805,0,LH_MCSLOCK,50000,IC3,16, 21539, 4.84316,TPCC, 2609289, 5.29971,false, 1.33398,true,0,false,true,true,32,true,0, 0, 0, 56.3274,0, 0, 0.0996596, 0, 0, 21535, 13266, 0.216315, 0,true,true,1.48236e+06, 0, 0
true,0, 0, 0.00316427, 0,100000,false, 503,0.5, 0, 0.0549761,0,LH_MCSLOCK,50000,BAMBOO,1, 4514, 0.0242592,TPCC, 100000, 0.135402,false, 0,true,0,true,true,true,1,true,0, 0, 0, 0.454635,0, 0, 0.00189313, 0, 0, 4514, 503, 0.000875946, 0,true,true,219957, 0, 0
true,0, 0, 0.00307075, 0,100000,false, 503,0.5, 0, 0.0440204,0,LH_MCSLOCK,50000,BAMBOO,1, 4433, 0.0224587,TPCC, 100000, 0.133827,false, 0,true,0,false,true,true,1,true,0, 0, 0, 0.446377,0, 0, 0.00200792, 0, 0, 4433, 503, 0.000887402, 0,true,true,224026, 0, 0
true,0, 0, 0.00345415, 0,100000,false, 524,0.5, 0, 0.0552009,0,LH_MCSLOCK,50000,BAMBOO,2, 4652, 0.0244088,TPCC, 100000, 0.139344,false, 0,true,0,true,true,true,1,true,0, 0, 0, 0.468715,0, 0, 0.00189824, 0, 0, 4652, 524, 0.000846358, 0,true,true,213349, 0, 0
true,0, 0, 0.00332548, 0,100000,false, 524,0.5, 0, 0.0445355,0,LH_MCSLOCK,50000,BAMBOO,2, 4538, 0.0225563,TPCC, 100000, 0.136618,false, 0,true,0,false,true,true,1,true,0, 0, 0, 0.457176,0, 0, 0.00204004, 0, 0, 4538, 524, 0.000883864, 0,true,true,218734, 0, 0
true,0, 0, 0.00354156, 0,100000,false, 485,0.5, 0, 0.0669434,0,LH_MCSLOCK,50000,BAMBOO,4, 5348, 0.0252261,TPCC, 100000, 0.148371,false, 0,true,0,true,true,true,1,true,0, 0, 0, 0.538373,0, 0, 0.00184268, 0, 0, 5348, 485, 0.000847063, 0,true,true,185745, 0, 0
true,0, 0, 0.0039078, 0,100000,false, 514,0.5, 0, 0.0605714,0,LH_MCSLOCK,50000,BAMBOO,4, 5488, 0.0236499,TPCC, 100000, 0.153253,false, 0,true,0,false,true,true,1,true,0, 0, 0, 0.55279,0, 0, 0.00208388, 0, 0, 5488, 514, 0.000867298, 0,true,true,180901, 0, 0
true,0, 0, 0.0051485, 0,100000,false, 524,0.5, 0, 0.0890159,0,LH_MCSLOCK,50000,BAMBOO,8, 6663, 0.0271662,TPCC, 100000, 0.214103,false, 0,true,0,true,true,true,1,true,0, 0, 0, 0.671494,0, 0, 0.00184605, 0, 0, 6663, 524, 0.000858543, 0,true,true,148922, 0, 0
true,0, 0, 0.00850759, 0,100000,false, 524,0.5, 0, 0.0734999,0,LH_MCSLOCK,50000,BAMBOO,8, 6661, 0.0254457,TPCC, 100000, 0.214371,false, 0,true,0,false,true,true,1,true,0, 0, 0, 0.674706,0, 0, 0.00202857, 0, 0, 6661, 524, 0.000860227, 0,true,true,148213, 0, 0
true,0, 0, 0.00579808, 0,100000,false, 522,0.5, 0, 0.10541,0,LH_MCSLOCK,50000,BAMBOO,16, 7763, 0.0266614,TPCC, 100000, 0.217261,false, 0,true,0,true,true,true,1,true,0, 0, 0, 0.782109,0, 0, 0.00191828, 0, 0, 7763, 522, 0.000852283, 0,true,true,127859, 0, 0
true,0, 0, 0.00587745, 0,100000,false, 522,0.5, 0, 0.0963907,0,LH_MCSLOCK,50000,BAMBOO,16, 7885, 0.0262787,TPCC, 100000, 0.219533,false, 0,true,0,false,true,true,1,true,0, 0, 0, 0.794405,0, 0, 0.00213615, 0, 0, 7885, 522, 0.00102733, 0,true,true,125880, 0, 0
true,0, 0, 0.0150273, 0,100000,false, 947,0.5, 0, 0.124356,0,LH_MCSLOCK,50000,BAMBOO,1, 9530, 0.283093,TPCC, 193606, 1.1226,false, 7.3199e-05,true,0,true,true,true,2,true,0, 0, 0, 1.85831,0, 0, 0.0163815, 94, 0, 9520, 1112, 0.0532951, 0,true,true,208367, 0, 0
true,0, 0, 0.0169631, 0,100000,false, 1008,0.5, 0, 0.131432,0,LH_MCSLOCK,50000,BAMBOO,1, 9885, 0.28341,TPCC, 197005, 1.16162,false, 0.00238975,true,0,false,true,true,2,true,0, 0, 0, 1.96156,0, 0, 0.0248367, 3131, 0, 9870, 1280, 0.0558148, 0,true,true,200865, 0, 0
true,0, 0, 0.0113084, 0,100000,false, 1041,0.5, 0, 0.102918,0,LH_MCSLOCK,50000,BAMBOO,2, 7177, 0.131271,TPCC, 190965, 0.734824,false, 1.355e-06,true,0,true,true,true,2,true,0, 0, 0, 1.3819,0, 0, 0.00326103, 1, 0, 7177, 1041, 0.00168888, 0,true,true,276380, 0, 0
true,0, 0, 0.0100394, 0,100000,false, 923,0.5, 0, 0.101365,0,LH_MCSLOCK,50000,BAMBOO,2, 7175, 0.124775,TPCC, 191206, 0.730593,false, 9.78e-07,true,0,false,true,true,2,true,0, 0, 0, 1.3821,0, 0, 0.00323976, 1, 0, 7175, 923, 0.00163403, 0,true,true,276690, 0, 0
true,0, 0, 0.0111393, 0,100000,false, 971,0.5, 0, 0.117264,0,LH_MCSLOCK,50000,BAMBOO,4, 7542, 0.145426,TPCC, 190042, 0.752095,false, 0,true,0,true,true,true,2,true,0, 0, 0, 1.44462,0, 0, 0.00324862, 0, 0, 7542, 971, 0.00167011, 0,true,true,263103, 0, 0
true,0, 0, 0.0111647, 0,100000,false, 945,0.5, 0, 0.117485,0,LH_MCSLOCK,50000,BAMBOO,4, 7797, 0.129889,TPCC, 192789, 0.814095,false, 0,true,0,false,true,true,2,true,0, 0, 0, 1.51447,0, 0, 0.00325517, 0, 0, 7797, 945, 0.00169272, 0,true,true,254596, 0, 0
true,0, 0, 0.0117231, 0,100000,false, 1026,0.5, 0, 0.129832,0,LH_MCSLOCK,50000,BAMBOO,8, 7913, 0.138182,TPCC, 193887, 0.800652,false, 0,true,0,true,true,true,2,true,0, 0, 0, 1.54607,0, 0, 0.00331078, 0, 0, 7913, 1026, 0.00169709, 0,true,true,250812, 0, 0
true,0, 0, 0.0111284, 0,100000,false, 959,0.5, 0, 0.124374,0,LH_MCSLOCK,50000,BAMBOO,8, 7903, 0.134193,TPCC, 197819, 0.809745,false, 0,true,0,false,true,true,2,true,0, 0, 0, 1.57449,0, 0, 0.00337319, 0, 0, 7903, 959, 0.00169247, 0,true,true,251279, 0, 0
true,0, 0, 0.0148405, 0,100000,false, 927,0.5, 0, 0.255862,0,LH_MCSLOCK,50000,BAMBOO,16, 10388, 0.148134,TPCC, 189913, 0.935166,false, 0,true,0,true,true,true,2,true,0, 0, 0, 1.98769,0, 0, 0.00350344, 0, 0, 10388, 927, 0.00177788, 0,true,true,191089, 0, 0
true,0, 0, 0.0138133, 0,100000,false, 1002,0.5, 0, 0.240161,0,LH_MCSLOCK,50000,BAMBOO,16, 9682, 0.139583,TPCC, 193404, 0.931672,false, 0,true,0,false,true,true,2,true,0, 0, 0, 1.88635,0, 0, 0.00354449, 0, 0, 9682, 1003, 0.00175472, 0,true,true,205056, 0, 0
true,0, 0, 0.0496888, 0,100000,false, 2024,0.5, 0, 0.228814,0,LH_MCSLOCK,50000,BAMBOO,1, 10404, 0.784032,TPCC, 388101, 2.45772,false, 0.000620443,true,0,true,true,true,4,true,0, 0, 0, 4.0664,0, 0, 0.141828, 1151, 0, 10349, 3749, 0.258725, 0,true,true,381764, 0, 0
true,0, 0, 0.0466738, 0,100000,false, 1965,0.5, 0, 0.22994,0,LH_MCSLOCK,50000,BAMBOO,1, 9783, 0.762005,TPCC, 387403, 2.11766,false, 0.0218795,true,0,false,true,true,4,true,0, 0, 0, 3.81378,0, 0, 0.201336, 40753, 0, 9723, 4453, 0.287525, 0,true,true,406320, 0, 0
true,0, 0, 0.0266534, 0,100000,false, 1869,0.5, 0, 0.220593,0,LH_MCSLOCK,50000,BAMBOO,2, 8574, 0.450479,TPCC, 379512, 1.83564,false, 8.7484e-05,true,0,true,true,true,4,true,0, 0, 0, 3.27713,0, 0, 0.0349259, 156, 0, 8564, 2231, 0.0869437, 0,true,true,463225, 0, 0
true,0, 0, 0.0342863, 0,100000,false, 1940,0.5, 0, 0.262524,0,LH_MCSLOCK,50000,BAMBOO,2, 10406, 0.595836,TPCC, 390138, 2.35619,false, 0.00558543,true,0,false,true,true,4,true,0, 0, 0, 4.0885,0, 0, 0.0471413, 6935, 0, 10391, 2456, 0.115457, 0,true,true,381693, 0, 0
true,0, 0, 0.0216964, 0,100000,false, 1807,0.5, 0, 0.211676,0,LH_MCSLOCK,50000,BAMBOO,4, 7931, 0.265147,TPCC, 362558, 1.5348,false, 1.114e-06,true,0,true,true,true,4,true,0, 0, 0, 2.89748,0, 0, 0.00636293, 1, 0, 7931, 1807, 0.00327244, 0,true,true,500514, 0, 0
true,0, 0, 0.0228881, 0,100000,false, 1842,0.5, 0, 0.224202,0,LH_MCSLOCK,50000,BAMBOO,4, 8230, 0.27498,TPCC, 370183, 1.5742,false, 9.74e-07,true,0,false,true,true,4,true,0, 0, 0, 3.06961,0, 0, 0.00670886, 1, 0, 8230, 1842, 0.00329066, 0,true,true,482384, 0, 0
true,0, 0, 0.0254239, 0,100000,false, 1919,0.5, 0, 0.274438,0,LH_MCSLOCK,50000,BAMBOO,8, 8955, 0.28646,TPCC, 379329, 1.71871,false, 0,true,0,true,true,true,4,true,0, 0, 0, 3.42243,0, 0, 0.00679416, 0, 0, 8955, 1919, 0.00347728, 0,true,true,443344, 0, 0
true,0, 0, 0.0231091, 0,100000,false, 1792,0.5, 0, 0.233254,0,LH_MCSLOCK,50000,BAMBOO,8, 8576, 0.269985,TPCC, 365941, 1.61217,false, 6.57e-07,true,0,false,true,true,4,true,0, 0, 0, 3.16175,0, 0, 0.0067812, 1, 0, 8576, 1792, 0.00339891, 0,true,true,462960, 0, 0
true,0, 0, 0.02815, 0,100000,false, 1647,0.5, 0, 0.459003,0,LH_MCSLOCK,50000,BAMBOO,16, 11086, 0.264824,TPCC, 332150, 1.78105,false, 0,true,0,true,true,true,4,true,0, 0, 0, 3.71044,0, 0, 0.00644947, 0, 0, 11086, 1647, 0.00313854, 0,true,true,358071, 0, 0
true,0, 0, 0.030154, 0,100000,false, 1825,0.5, 0, 0.482744,0,LH_MCSLOCK,50000,BAMBOO,16, 10877, 0.290243,TPCC, 373133, 2.09387,false, 1.755e-06,true,0,false,true,true,4,true,0, 0, 0, 4.08905,0, 0, 0.0071672, 2, 0, 10877, 1825, 0.00347613, 0,true,true,365007, 0, 0
true,0, 0, 0.198387, 0,100000,false, 3849,0.5, 0, 0.46957,0,LH_MCSLOCK,50000,BAMBOO,1, 13185, 2.50418,TPCC, 771091, 6.43646,false, 0.0041744,true,0,true,true,true,8,true,0, 0, 0, 10.2301,0, 0, 0.754682, 6698, 0, 13009, 13351, 1.04736, 0,true,true,602996, 0, 0
true,0, 0, 0.288497, 0,100000,false, 4007,0.5, 0, 0.529494,0,LH_MCSLOCK,50000,BAMBOO,1, 17579, 3.89595,TPCC, 785837, 8.42013,false, 0.299966,true,0,false,true,true,8,true,0, 0, 0, 13.8904,0, 0, 1.22533, 233586, 0, 17308, 19581, 2.08797, 0,true,true,452594, 0, 0
true,0, 0, 0.104326, 0,100000,false, 3813,0.5, 0, 0.475033,0,LH_MCSLOCK,50000,BAMBOO,2, 11209, 1.63266,TPCC, 767547, 5.26701,false, 0.00142475,true,0,true,true,true,8,true,0, 0, 0, 8.66342,0, 0, 0.283715, 2454, 0, 11151, 7263, 0.562172, 0,true,true,708771, 0, 0
true,0, 0, 0.137151, 0,100000,false, 3960,0.5, 0, 0.619798,0,LH_MCSLOCK,50000,BAMBOO,2, 13795, 2.16535,TPCC, 780709, 6.46553,false, 0.0618556,true,0,false,true,true,8,true,0, 0, 0, 10.8402,0, 0, 0.420021, 72170, 0, 13709, 9142, 0.858141, 0,true,true,576157, 0, 0
true,0, 0, 0.0575112, 0,100000,false, 3578,0.5, 0, 0.450029,0,LH_MCSLOCK,50000,BAMBOO,4, 9623, 0.951692,TPCC, 715544, 3.95706,false, 0.000205239,true,0,true,true,true,8,true,0, 0, 0, 6.93596,0, 0, 0.0653697, 286, 0, 9612, 4243, 0.189502, 0,true,true,825315, 0, 0
true,0, 0, 0.0645616, 0,100000,false, 3578,0.5, 0, 0.535474,0,LH_MCSLOCK,50000,BAMBOO,4, 10530, 1.00344,TPCC, 710550, 4.26286,false, 0.00768488,true,0,false,true,true,8,true,0, 0, 0, 7.53587,0, 0, 0.0902194, 13782, 0, 10514, 4556, 0.210771, 0,true,true,754312, 0, 0
true,0, 0, 0.0511359, 0,100000,false, 3485,0.5, 0, 0.525634,0,LH_MCSLOCK,50000,BAMBOO,8, 9674, 0.593309,TPCC, 696649, 3.50301,false, 3.418e-06,true,0,true,true,true,8,true,0, 0, 0, 6.79079,0, 0, 0.0133596, 3, 0, 9674, 3486, 0.00677179, 0,true,true,820698, 0, 0
true,0, 0, 0.0503531, 0,100000,false, 3641,0.5, 0, 0.522949,0,LH_MCSLOCK,50000,BAMBOO,8, 9357, 0.584181,TPCC, 729249, 3.45657,false, 2.96e-06,true,0,false,true,true,8,true,0, 0, 0, 6.87416,0, 0, 0.0138849, 3, 0, 9357, 3641, 0.00697522, 0,true,true,848685, 0, 0
true,0, 0, 0.0634859, 0,100000,false, 3699,0.5, 0, 1.05042,0,LH_MCSLOCK,50000,BAMBOO,16, 11564, 0.645547,TPCC, 746338, 4.40554,false, 2.047e-06,true,0,true,true,true,8,true,0, 0, 0, 8.69421,0, 0, 0.0154804, 2, 0, 11564, 3699, 0.00735275, 0,true,true,686745, 0, 0
