ABORT_PENALTY,CC_ALG,CLV_RETIRE_ON,DEBUG_PROFILING,DEBUG_TMP,DYNAMIC_TS,FIRST_HS,FLIP_RATIO,KEY_ORDER,MAX_TXN_PER_PART,NUM_HS,POS_HS,READ_PERC,REQ_PER_QUERY,RETIRE_READ,SPECIFIED_RATIO,SPINLOCK,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THREAD_CNT,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug10,debug11,debug2,debug3,debug4,debug5,debug6,debug7,debug8,debug9,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
50000,CLV,1,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,1,YCSB,false,0.5,0,0,0,0.299872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024796,0.021224,0.001101,-nan,0.000000,0.000000,0.000024,2.415930,41391.926376,0.000000,0.117864,0.350742,1.488480,0.001017,0.000000,0.000000,100000
50000,CLV,1,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,2,YCSB,false,0.5,0,0,0,1.519317,0.000000,0.000000,0.000000,0.000017,0.000013,0.000010,0.090873,0.048384,0.002268,-nan,0.000000,0.000000,0.000050,9.604417,40387.042501,0.000000,0.314941,1.732477,6.193585,0.002257,0.000000,0.002612,193947
50000,CLV,1,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,4,YCSB,false,0.5,0,0,0,2.939035,0.000000,0.000000,0.000000,0.000088,0.000124,0.000095,0.174279,0.105016,0.004654,-nan,0.000000,0.000000,0.000037,14.232285,108099.297671,0.000000,0.642222,2.062537,8.832367,0.006318,0.000000,0.000684,384625
50000,CLV,1,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,8,YCSB,false,0.5,0,0,0,5.475535,0.000000,0.000000,0.000000,0.000284,0.000718,0.000308,0.331208,0.194610,0.009084,-nan,0.000000,0.000000,0.000026,19.857419,307571.493664,0.000000,1.248936,2.090711,11.409107,0.008669,0.000000,0.001679,763447
50000,CLV,1,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,16,YCSB,false,0.5,0,0,0,10.547960,0.000000,0.000000,0.000000,0.001043,0.003161,0.000971,0.660562,0.367542,0.018495,-nan,0.000000,0.000000,0.000021,32.266031,771765.936022,0.000000,2.438659,2.082771,17.779258,0.016620,0.000000,0.022332,1556364
50000,CLV,1,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,32,YCSB,false,0.5,6,0,0,19.843333,1.000000,1.000000,0.000000,0.005372,0.012113,0.004878,1.460532,0.828188,0.056191,-nan,0.000000,0.000000,0.000027,79.599325,1200209.970337,0.000102,5.577124,5.373256,48.572530,0.036378,0.000000,0.060285,2985497
50000,CLV,1,true,false,true,WR,0,false,100000,0,SPECIFIED,0.5,16,false,0.1,true,false,1024*1024*10,1,YCSB,false,0.5,0,0,0,0.299889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024786,0.021180,0.001088,-nan,0.000000,0.000000,0.000023,2.311139,43268.709456,0.000000,0.120267,0.345791,1.462775,0.001030,0.000000,0.000000,100000
50000,CLV,1,true,false,true,WR,0,false,100000,0,SPECIFIED,0.5,16,false,0.1,true,false,1024*1024*10,2,YCSB,false,0.5,0,0,0,1.466101,0.000000,0.000000,0.000000,0.000013,0.000003,0.000005,0.086042,0.048535,0.002230,-nan,0.000000,0.000000,0.000035,6.851019,57787.609228,0.000000,0.306344,0.994219,4.397913,0.002107,0.000000,0.000045,197952
50000,CLV,1,true,false,true,WR,0,false,100000,0,SPECIFIED,0.5,16,false,0.1,true,false,1024*1024*10,4,YCSB,false,0.5,0,0,0,2.906972,0.000000,0.000000,0.000000,0.000060,0.000039,0.000048,0.172212,0.100421,0.004818,-nan,0.000000,0.000000,0.000034,12.853704,119265.856403,0.000000,0.627445,1.659781,8.104318,0.006487,0.000000,0.000214,383252
50000,CLV,1,true,false,true,WR,0,false,100000,0,SPECIFIED,0.5,16,false,0.1,true,false,1024*1024*10,8,YCSB,false,0.5,0,0,0,5.254580,0.000000,0.000000,0.000000,0.000233,0.000293,0.000143,0.316792,0.195028,0.016944,-nan,0.000000,0.000000,0.000025,18.378742,321864.906057,0.000000,1.200356,1.634124,11.394237,0.008311,0.000000,0.000998,739434
