ABORT_PENALTY,CC_ALG,CLV_RETIRE_ON,DEBUG_PROFILING,DEBUG_TMP,DYNAMIC_TS,FIRST_HS,FIXED_HS,FLIP_RATIO,KEY_ORDER,MAX_TXN_PER_PART,NUM_HS,POS_HS,READ_PERC,REQ_PER_QUERY,RETIRE_READ,SPECIFIED_RATIO,SPINLOCK,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THREAD_CNT,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug10,debug11,debug2,debug3,debug4,debug5,debug6,debug7,debug8,debug9,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
50000,CLV,1,true,false,true,WR,1,0,false,100000,1,SPECIFIED,1,4,false,0,true,true,1024*1024*20,16,YCSB,false,0,0,0,0,6.699532,0.000000,0.000000,0.000000,2.060946,3.220316,0.523475,3.688445,0.873889,39.686202,-nan,0.000000,0.000000,0.000057,90.467030,280383.604616,0.000000,44.856360,4.360189,60.875040,0.019576,0.000000,18.927508,1585342
50000,CLV,1,true,false,true,WR,1,0,false,100000,1,SPECIFIED,1,64,false,0,true,true,1024*1024*20,16,YCSB,false,0,0,0,0,45.221666,0.000000,0.000000,0.000000,3.737485,0.118265,0.049455,3.881459,2.019507,33.111170,-nan,0.000000,0.000000,0.000103,164.441006,155650.616796,0.000000,42.152454,8.283489,115.634955,0.018764,0.000000,0.062662,1599709
50000,CLV,1,true,false,true,WR,1,0,false,100000,1,SPECIFIED,1,4,false,0,true,true,1024*1024*20,32,YCSB,false,0,0,0,0,16.351483,0.000000,0.000000,0.000000,6.377252,9.457929,1.166794,10.287583,1.747149,214.094137,-nan,0.000000,0.000000,0.000135,428.949031,237470.824599,0.000000,227.396182,8.493238,265.673564,0.036800,0.000000,139.096533,3183215
50000,CLV,1,true,false,true,WR,1,0,false,100000,1,SPECIFIED,1,64,false,0,true,true,1024*1024*20,32,YCSB,false,0,0,0,0,89.829571,0.000000,0.000000,0.000000,8.954472,0.362994,0.126824,7.702177,4.049278,340.516168,-nan,0.000000,0.000000,0.000192,611.660192,166970.983849,0.000000,358.919123,15.985599,509.691165,0.036710,0.000000,0.096497,3191547
50000,CLV,1,true,false,true,WR,1,0,false,100000,1,SPECIFIED,1,4,false,0.25,true,true,1024*1024*20,16,YCSB,false,0,0,0,0,6.551880,0.000000,0.000000,0.000000,2.000368,3.207652,0.499556,3.682782,0.857617,39.070994,-nan,0.000000,0.000000,0.000055,87.393334,291191.088103,0.000000,44.225881,3.678762,58.869338,0.019194,0.000000,18.520653,1590510
50000,CLV,1,true,false,true,WR,1,0,false,100000,1,SPECIFIED,1,64,false,0.25,true,true,1024*1024*20,16,YCSB,false,0,0,0,0,46.026675,0.000000,0.000000,0.000000,3.381995,0.404960,0.115703,4.241538,2.059660,22.917372,-nan,0.000000,0.000000,0.000099,158.236160,161256.794640,0.000000,32.903089,9.016905,105.330572,0.017874,0.000000,0.128094,1594791
50000,CLV,1,true,false,true,WR,1,0,false,100000,1,SPECIFIED,1,4,false,0.25,true,true,1024*1024*20,32,YCSB,false,0,0,0,0,16.107905,0.000000,0.000000,0.000000,6.212374,9.351091,1.148513,10.316552,1.686944,222.394655,-nan,0.000000,0.000000,0.000134,428.288622,238222.382534,0.000000,235.698855,8.190668,274.092362,0.038333,0.000000,129.860608,3188373
50000,CLV,1,true,false,true,WR,1,0,false,100000,1,SPECIFIED,1,64,false,0.25,true,true,1024*1024*20,32,YCSB,false,0,0,0,0,92.610326,0.000000,0.000000,0.000000,8.534643,1.218984,0.269087,9.132406,4.135849,255.415617,-nan,0.000000,0.000000,0.000170,542.440333,187684.214910,0.000000,276.539829,20.798038,430.480695,0.037096,0.000000,0.580342,3181484
50000,CLV,1,true,false,true,WR,1,0,false,100000,1,SPECIFIED,1,4,false,0.5,true,true,1024*1024*20,16,YCSB,false,0,0,0,0,6.946530,0.000000,0.000000,0.000000,1.898322,3.217807,0.547475,3.718805,0.784857,33.148327,-nan,0.000000,0.000000,0.000054,85.006165,295649.143526,0.000000,38.342476,3.786995,53.423469,0.019063,0.000000,21.489624,1570750
50000,CLV,1,true,false,true,WR,1,0,false,100000,1,SPECIFIED,1,64,false,0.5,true,true,1024*1024*20,16,YCSB,false,0,0,0,0,45.176762,0.000000,0.000000,0.000000,2.524625,0.583888,0.171225,4.080699,2.053005,13.876694,-nan,0.000000,0.000000,0.000093,143.871448,172746.881372,0.000000,24.138203,8.887424,91.592546,0.017169,0.000000,0.306639,1553334
