ABORT_PENALTY,CC_ALG,CLV_RETIRE_ON,DEBUG_BENCHMARK,DEBUG_PROFILING,DEBUG_TMP,DELAY_ACQUIRE,DELAY_THRESHOLD,DYNAMIC_TS,MAX_TXN_PER_PART,NUM_WH,PERC_PAYMENT,REORDER_WH,RETIRE_ON,SPINLOCK,THREAD_CNT,WORKLOAD,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug10,debug2,debug3,debug4,debug5,debug6,debug7,debug8,debug9,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
0,CLV,1,false,true,false,10,4,true,100000,1,0.5,false,true,true,16,TPCC,154196,0,0,4.948574,0.000000,0.000000,1.137268,2.253332,0.526966,2.328857,0.961776,15.397028,0.000000,0.000000,0.000000,0.000031,52.091381,481147.078210,3.601283,19.468035,0.496888,39.469612,0.046488,0.000000,1.540016,1566476
0,CLV,1,false,true,false,10,4,true,100000,2,0.5,false,true,true,16,TPCC,58711,0,0,5.089451,0.000000,0.000000,1.156423,1.901738,0.491259,1.745673,1.171983,15.567943,0.000000,0.000000,0.000000,0.000024,37.044024,646364.773761,0.665401,19.378434,0.659452,28.029998,0.039098,0.000000,0.304516,1496497
0,CLV,1,false,true,false,10,4,true,100000,4,0.5,false,true,true,16,TPCC,24217,0,0,5.379408,0.000000,0.000000,0.860867,1.829399,0.461681,1.393337,0.907441,11.185558,0.000000,0.000000,0.000000,0.000022,33.795068,718114.253923,0.211041,14.364746,0.827845,23.634942,0.038713,0.000000,0.127516,1516795
0,CLV,1,false,true,false,10,4,true,100000,8,0.5,false,true,true,16,TPCC,8629,0,0,4.742329,0.000000,0.000000,0.493604,1.217353,0.319393,0.924687,0.593499,4.459685,0.000000,0.000000,0.000000,0.000015,22.294490,1063978.788560,0.041508,6.705935,0.732686,13.961720,0.036196,0.000000,0.018383,1482554
0,CLV,1,false,true,false,10,4,true,100000,16,0.5,false,true,true,16,TPCC,0,0,0,3.652139,0.000000,0.000000,0.000090,0.024929,0.005804,0.566111,0.267637,0.015721,0.000000,0.000000,0.000000,0.000009,13.048858,1756567.515913,0.000000,1.538637,0.899280,6.331397,0.028973,0.000000,0.000620,1432575
0,CLV,1,false,true,true,0,4,true,100000,1,0.5,false,true,true,1,TPCC,0,0,0,0.143990,0.000000,0.000000,0.000000,0.000000,0.000000,0.019825,0.020048,0.001135,0.000000,0.000000,0.000000,0.000006,0.626306,159666.424140,0.000000,0.092056,0.024801,0.347812,0.002071,0.000000,0.000000,100000
0,CLV,1,false,true,true,0,4,true,100000,2,0.5,false,true,true,1,TPCC,0,0,0,0.147476,0.000000,0.000000,0.000000,0.000000,0.000000,0.020292,0.020134,0.001132,0.000000,0.000000,0.000000,0.000007,0.675107,148124.751240,0.000000,0.091544,0.026386,0.367455,0.002078,0.000000,0.000000,100000
0,CLV,1,false,true,true,0,4,true,100000,4,0.5,false,true,true,1,TPCC,0,0,0,0.180457,0.000000,0.000000,0.000000,0.000000,0.000000,0.023002,0.021162,0.001186,0.000000,0.000000,0.000000,0.000008,0.805971,124073.980208,0.000000,0.111445,0.033925,0.444110,0.002170,0.000000,0.000000,100000
0,CLV,1,false,true,true,0,4,true,100000,8,0.5,false,true,true,1,TPCC,0,0,0,0.178014,0.000000,0.000000,0.000000,0.000000,0.000000,0.021931,0.023028,0.001185,0.000000,0.000000,0.000000,0.000009,0.900769,111016.309227,0.000000,0.108326,0.060535,0.465463,0.002154,0.000000,0.000000,100000
0,CLV,1,false,true,true,0,4,true,100000,16,0.5,false,true,true,1,TPCC,0,0,0,0.163937,0.000000,0.000000,0.000000,0.000000,0.000000,0.021349,0.020014,0.001125,0.000000,0.000000,0.000000,0.000011,1.129507,88534.195718,0.000000,0.094026,0.111442,0.537967,0.002063,0.000000,0.000000,100000
0,CLV,1,false,true,true,0,4,true,100000,1,0.5,false,true,true,2,TPCC,719,0,0,0.557735,0.000000,0.000000,0.088442,0.187671,0.051562,0.167847,0.115809,0.578664,0.000000,0.000000,0.000000,0.000015,2.982290,133477.963577,0.004826,0.960806,0.073833,1.977382,0.005028,0.000000,0.001617,199035
0,CLV,1,false,true,true,0,4,true,100000,2,0.5,false,true,true,2,TPCC,0,0,0,0.478274,0.000000,0.000000,0.000023,0.000632,0.000263,0.074332,0.039371,0.002205,0.000000,0.000000,0.000000,0.000008,1.648622,239543.079262,0.000000,0.248262,0.062910,0.967319,0.004074,0.000000,0.000120,197458
0,CLV,1,false,true,true,0,4,true,100000,4,0.5,false,true,true,2,TPCC,0,0,0,0.438808,0.000000,0.000000,0.000005,0.000176,0.000079,0.075231,0.039145,0.002161,0.000000,0.000000,0.000000,0.000008,1.581325,251217.143220,0.000000,0.231929,0.065040,0.868347,0.004081,0.000000,0.000025,198628
0,CLV,1,false,true,true,0,4,true,100000,8,0.5,false,true,true,2,TPCC,0,0,0,0.472590,0.000000,0.000000,0.000005,0.000096,0.000042,0.075359,0.039140,0.002193,0.000000,0.000000,0.000000,0.000009,1.728092,228381.317828,0.000000,0.234526,0.111148,0.923511,0.004071,0.000000,0.000010,197332
0,CLV,1,false,true,true,0,4,true,100000,16,0.5,false,true,true,2,TPCC,0,0,0,0.434557,0.000000,0.000000,0.000002,0.000002,0.000001,0.067607,0.036238,0.001990,0.000000,0.000000,0.000000,0.000011,1.949294,181884.267453,0.000000,0.214493,0.152458,1.064562,0.003761,0.000000,0.000006,177273
0,CLV,1,false,true,true,0,4,true,100000,1,0.5,false,true,true,4,TPCC,4620,0,0,1.280895,0.000000,0.000000,0.259955,0.477989,0.136206,0.417731,0.274087,2.712524,0.000000,0.000000,0.000000,0.000021,8.330053,191081.125709,0.039434,3.600941,0.175421,6.009965,0.010694,0.000000,0.026768,397929
0,CLV,1,false,true,true,0,4,true,100000,2,0.5,false,true,true,4,TPCC,1959,0,0,1.202777,0.000000,0.000000,0.167570,0.362554,0.101685,0.315325,0.224769,1.199367,0.000000,0.000000,0.000000,0.000016,6.198003,252571.665078,0.012185,1.930002,0.153801,4.030291,0.010106,0.000000,0.003938,391360
0,CLV,1,false,true,true,0,4,true,100000,4,0.5,false,true,true,4,TPCC,0,0,0,1.069012,0.000000,0.000000,0.000037,0.002733,0.000867,0.166133,0.080450,0.004373,0.000000,0.000000,0.000000,0.000009,3.725883,424067.032701,0.000000,0.549582,0.132002,2.122370,0.008168,0.000000,0.000260,395006
0,CLV,1,false,true,true,0,4,true,100000,8,0.5,false,true,true,4,TPCC,0,0,0,1.045883,0.000000,0.000000,0.000022,0.001179,0.000377,0.152910,0.077518,0.004308,0.000000,0.000000,0.000000,0.000009,3.687386,422807.912480,0.000000,0.481019,0.168130,2.012485,0.007974,0.000000,0.000123,389764
0,CLV,1,false,true,true,0,4,true,100000,16,0.5,false,true,true,4,TPCC,0,0,0,1.071992,0.000000,0.000000,0.000015,0.000697,0.000244,0.152834,0.090971,0.004445,0.000000,0.000000,0.000000,0.000013,4.939330,302262.045178,0.000000,0.551915,0.482481,2.723434,0.008559,0.000000,0.000064,373243
0,CLV,1,false,true,true,0,4,true,100000,1,0.5,false,true,true,8,TPCC,28096,0,0,2.776781,0.000000,0.000000,0.774765,1.093613,0.291203,1.082262,0.651597,8.786030,0.000000,0.000000,0.000000,0.000026,21.068745,302098.294656,0.313809,10.930374,0.320166,16.204128,0.023146,0.000000,0.188653,795604
0,CLV,1,false,true,true,0,4,true,100000,2,0.5,false,true,true,8,TPCC,10911,0,0,2.220836,0.000000,0.000000,0.426638,0.715291,0.234325,0.688670,0.465819,5.023927,0.000000,0.000000,0.000000,0.000020,15.180306,392308.833929,0.083959,6.553865,0.338505,10.934619,0.020205,0.000000,0.038642,744421
0,CLV,1,false,true,true,0,4,true,100000,4,0.5,false,true,true,8,TPCC,4595,0,0,2.494655,0.000000,0.000000,0.312642,0.714600,0.205599,0.576080,0.409753,2.534848,0.000000,0.000000,0.000000,0.000016,12.872218,483937.734465,0.026812,3.914507,0.315515,8.225924,0.021193,0.000000,0.008156,778669
0,CLV,1,false,true,true,0,4,true,100000,8,0.5,false,true,true,8,TPCC,0,0,0,2.321032,0.000000,0.000000,0.000059,0.008144,0.002076,0.302656,0.155122,0.008422,0.000000,0.000000,0.000000,0.000010,7.611992,797411.195436,0.000000,0.969991,0.284216,4.159571,0.015978,0.000000,0.000376,758736
0,CLV,1,false,true,true,0,4,true,100000,16,0.5,false,true,true,8,TPCC,0,0,0,1.876645,0.000000,0.000000,0.000019,0.002298,0.000611,0.279417,0.145359,0.007985,0.000000,0.000000,0.000000,0.000010,7.066807,816699.300782,0.000000,0.883618,0.456462,3.543329,0.014866,0.000000,0.000077,721432
0,CLV,1,false,true,true,0,4,true,100000,1,0.5,false,true,true,16,TPCC,152724,0,0,8.485389,0.000000,0.000000,2.528731,3.980452,0.779010,4.347429,1.504521,39.586774,0.000000,0.000000,0.000000,0.000047,78.068993,326939.532781,2.921442,46.352349,0.575401,59.647782,0.056499,0.000000,4.962964,1595240
0,CLV,1,false,true,true,0,4,true,100000,2,0.5,false,true,true,16,TPCC,62292,0,0,5.638870,0.000000,0.000000,1.401988,1.913863,0.554646,1.870439,1.191278,18.494668,0.000000,0.000000,0.000000,0.000027,43.272912,573013.994115,0.657545,22.378216,0.690539,33.306830,0.046660,0.000000,0.308523,1549749
0,CLV,1,false,true,true,0,4,true,100000,4,0.5,false,true,true,16,TPCC,29769,0,0,4.644408,0.000000,0.000000,0.838368,1.500672,0.467364,1.415253,0.906440,9.984223,0.000000,0.000000,0.000000,0.000021,31.154745,759508.315391,0.220494,13.066064,0.653226,21.881518,0.040382,0.000000,0.094873,1478893
0,CLV,1,false,true,true,0,4,true,100000,8,0.5,false,true,true,16,TPCC,10045,0,0,5.143709,0.000000,0.000000,0.557742,1.326095,0.394026,1.124613,0.800554,5.906347,0.000000,0.000000,0.000000,0.000019,28.159645,855600.554023,0.055517,8.613873,1.025994,18.500147,0.041551,0.000000,0.014480,1505838
0,CLV,1,false,true,true,0,4,true,100000,16,0.5,false,true,true,16,TPCC,0,0,0,3.996703,0.000000,0.000000,0.000116,0.036535,0.007886,0.610019,0.305559,0.015989,0.000000,0.000000,0.000000,0.000010,14.692684,1558055.473993,0.000000,1.848344,0.955508,7.539852,0.029561,0.000000,0.000730,1430751
0,CLV,1,false,true,false,0,4,true,100000,1,0.5,false,true,true,1,TPCC,0,0,0,0.112246,0.000000,0.000000,0.000000,0.000000,0.000000,0.019823,0.016997,0.001077,0.000000,0.000000,0.000000,0.000005,0.527571,189548.035126,0.000000,0.079685,0.028517,0.270647,0.002026,0.000000,0.000000,100000
0,CLV,1,false,true,false,0,4,true,100000,2,0.5,false,true,true,1,TPCC,0,0,0,0.118724,0.000000,0.000000,0.000000,0.000000,0.000000,0.021955,0.018778,0.001183,0.000000,0.000000,0.000000,0.000006,0.587896,170098.070927,0.000000,0.085923,0.040178,0.298866,0.002241,0.000000,0.000000,100000
0,CLV,1,false,true,false,0,4,true,100000,4,0.5,false,true,true,1,TPCC,0,0,0,0.141286,0.000000,0.000000,0.000000,0.000000,0.000000,0.020996,0.017919,0.001129,0.000000,0.000000,0.000000,0.000006,0.635891,157259.571805,0.000000,0.083746,0.041199,0.301994,0.002139,0.000000,0.000000,100000
