ABORT_PENALTY,BB_OPT_MAX_WAITER,BB_OPT_RAW,CC_ALG,DEBUG_CS_PROFILING,DEBUG_PROFILING,DYNAMIC_TS,FIRST_HS,FIXED_HS,FLIP_RATIO,KEY_ORDER,LATCH,MAX_TXN_PER_PART,NUM_HS,POS_HS,READ_PERC,REQ_PER_QUERY,RETIRE_ON,SECOND_HS,SPECIFIED_RATIO,SPINLOCK,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THREAD_CNT,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,abort_length,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_commit,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_ts_alloc,time_wait,txn_cnt,user_abort_cnt,wait_cnt
50000,0,true,WOUND_WAIT,true,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,0.5, 292, 0, 19312,0,0,0,0, 19314, 29.5904,828388, 0.00348738, 2.13947, 0, 0.267843, 10.6509, 2.27738, 17.1419, 0.0562362, 0.235096, 1.01587, 0, 0, 173161204, 0.00312694, 1532022, 0, 602
50000,0,true,WOUND_WAIT,true,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,0.7, 11510, 0, 21306,0,0,0,0, 21428, 32.9693,746667, 0.188389, 2.3499, 0, 0.338096, 10.8707, 2.67474, 19.2416, 0.933263, 0.271291, 1.11854, 0, 0, 189326340, 0.271351, 1538570, 0, 28060
50000,0,true,WOUND_WAIT,true,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,0.9, 253396, 0, 36113,0,0,0,0, 41849, 64.9449,382341, 8.89828, 3.19301, 0, 0.687235, 8.22061, 2.06808, 14.999, 19.5928, 0.383799, 1.67351, 0, 0, 197243679, 17.5026, 1551941, 0, 1039114
50000,0,true,WOUND_WAIT,true,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,1.1, 1234260, 0, 54038,0,0,0,0, 94402, 149.408,169501, 63.8765, 4.40546, 0, 1.29088, 5.59998, 1.72008, 11.2308, 95.0306, 0.576248, 2.39176, 0, 0, 246223367, 21.3632, 1582801, 0, 3236316
50000,0,true,BAMBOO,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,0.3, 0, 0, 23482,0,0,0,0, 23482, 35.8441,681350, 0, 2.35822, 0.019494, 0.528618, 11.3664, 3.41925, 20.4889, 0.0342471, 0.296257, 1.15853, 0.21987, 0.600531, 0, 2.05e-05, 1526397, 0, 11
50000,0,true,BAMBOO,true,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,0.3, 46, 0, 19716,0,0,0,0, 19717, 29.2898,811469, 0.00057093, 2.14751, 0.0178494, 0.637798, 10.0426, 1.80716, 17.0176, 0.035322, 0.272871, 1.03044, 0.180913, 0.56127, 0, 3.21e-06, 1485485, 0, 5
50000,0,true,BAMBOO,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,0.5, 0, 0, 25752,0,0,0,0, 25752, 40.3445,621303, 0, 2.52857, 0.0226998, 0.588788, 11.8783, 4.45158, 23.6609, 0.0369347, 0.331664, 1.2428, 0.295811, 0.636183, 0, 2.4392e-05, 1566635, 0, 26
50000,0,true,BAMBOO,true,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,0.5, 199, 0, 22256,0,0,0,0, 22257, 34.9483,718845, 0.00280068, 2.38952, 0.0197939, 0.730287, 11.7211, 2.26619, 20.6926, 0.0507073, 0.301718, 1.16096, 0.229587, 0.648344, 0, 1.3112e-05, 1570148, 0, 15
50000,0,true,BAMBOO,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,0.7, 353, 0, 25191,0,0,0,0, 25197, 37.5968,634986, 0.00813533, 2.70683, 0.180125, 0.661474, 10.6644, 4.10438, 22.8018, 0.0652698, 0.340857, 1.24436, 0.300795, 0.632194, 0, 0.000872073, 1492089, 0, 1047
50000,0,true,BAMBOO,true,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,0.7, 8032, 0, 19330,0,0,0,0, 19410, 29.427,824298, 0.121805, 2.42702, 0.0874008, 0.695498, 9.43632, 1.81867, 16.9106, 0.657424, 0.308577, 1.13252, 0.193611, 0.674267, 0, 0.000434363, 1516041, 0, 594
50000,0,true,BAMBOO,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,0.9, 182066, 0, 30642,0,0,0,0, 33960, 52.1626,471159, 5.09473, 7.83408, 4.03256, 1.17178, 8.73363, 3.00103, 23.4959, 14.117, 0.601934, 1.93259, 0.326421, 0.858103, 0, 0.0480455, 1536055, 0, 58621
50000,0,true,BAMBOO,true,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,0.9, 287912, 0, 28498,0,0,0,0, 34818, 54.447,459561, 9.87948, 5.6705, 1.99238, 1.14737, 8.46047, 2.22833, 18.635, 22.2603, 0.558045, 1.82691, 0.267827, 0.927017, 0, 0.0233268, 1563858, 0, 39416
50000,0,true,BAMBOO,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,1.1, 958180, 0, 41033,0,0,0,0, 66306, 105.289,241328, 40.1243, 10.1507, 4.59802, 1.87369, 5.3822, 1.69276, 15.6719, 73.8449, 1.02375, 2.74696, 0.378767, 1.14143, 0, 0.0653905, 1588069, 0, 202949
50000,0,true,BAMBOO,true,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,1.1, 1013560, 0, 42198,0,0,0,0, 73428, 109.553,217920, 46.5884, 9.94043, 4.40823, 1.78426, 5.54977, 1.64371, 15.7999, 78.1539, 0.998612, 2.8011, 0.374276, 1.27924, 0, 0.058708, 1492114, 0, 175934
50000,0,true,WOUND_WAIT,true,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,0.3, 95, 0, 23836,0,0,0,0, 23837, 36.8329,671213, 0.00167134, 2.3009, 0, 0.399378, 11.5441, 3.75465, 22.1314, 0.0417865, 0.24558, 1.04842, 0, 0, 202922766, 0.000901912, 1545171, 0, 162
50000,0,true,WOUND_WAIT,true,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,YCSB,false,0.5, 259, 0, 22935,0,0,0,0, 22938, 34.5258,697533, 0.00304663, 2.32944, 0, 0.34151, 11.3943, 3.25491, 20.6598, 0.0559714, 0.278532, 1.08831, 0, 0, 173894979, 0.0128656, 1505179, 0, 640
