ABORT_PENALTY,BB_ALWAYS_RETIRE_READ,BB_AUTORETIRE,BB_DYNAMIC_TS,BB_LAST_RETIRE,BB_OPT_RAW,BB_PRECOMMIT,CC_ALG,COMPILE_ONLY,CPU_FREQ,LATCH,LONG_TXN_RATIO,LONG_TXN_READ_RATIO,MAX_ROW_PER_TXN,MAX_RUNTIME,MAX_TXN_PER_PART,NDEBUG,OUTPUT_TO_FILE,PF_ABORT,PF_BASIC,PF_CS,READ_PERC,REQ_PER_QUERY,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,TERMINATE_BY_COUNT,THREAD_CNT,UNSET_NUMA,WARMUP,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,abort_cnt_long,abort_length,cascading_abort_cnt,cascading_abort_times,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,lock_acquire_cnt,lock_directly_cnt,max_abort_length,run_time,throughput,time_abort,time_cleanup,time_commit,time_copy,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_semaphore_cs,time_ts_alloc,time_wait,txn_cnt,txn_cnt_long,user_abort_cnt,wait_cnt
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,LH_MCSLOCK,0.05,1,1000,10,100000,true,true,false,true,false,0.5,16,false,100000000,false,16,false,100,YCSB,false,0.9, 36148, 1261, 0, 0, 0, 173979,0,0,0,0, 175220, 0, 0, 0, 159.269,105252, 1.29332, 86.2949, 78.003, 0, 0, 0, 1.33636, 124.244, 2.88931, 0, 0, 0, 0, 0, 0, 0.0342835, 1047708, 52376, 0, 21772
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,LH_MCSLOCK,0.05,1,1000,10,100000,true,true,false,true,false,0.5,16,false,100000000,false,16,false,100,YCSB,false,0.9, 36415, 1215, 0, 0, 0, 174832,0,0,0,0, 176054, 0, 0, 0, 159.404,104769, 1.26762, 86.4377, 78.1638, 0, 0, 0, 1.34304, 124.4, 2.91811, 0, 0, 0, 0, 0, 0, 0.0361086, 1043793, 52164, 0, 22484
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,LH_MCSLOCK,0.05,1,1000,10,100000,true,true,false,true,false,0.5,16,false,100000000,false,16,false,100,YCSB,false,0.9, 35991, 1067, 0, 0, 0, 173482,0,0,0,0, 174596, 0, 0, 0, 159.513,105736, 1.16598, 86.1836, 77.8695, 0, 0, 0, 1.3446, 124.351, 2.8827, 0, 0, 0, 0, 0, 0, 0.0351007, 1054143, 52728, 0, 22168
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,LH_MCSLOCK,0.05,1,1000,10,100000,true,true,false,true,false,0.5,16,false,100000000,false,8,false,100,YCSB,false,0.9, 8616, 1053, 0, 0, 0, 134432,0,0,0,0, 136019, 0, 0, 0, 79.8382,70517.5, 1.11439, 32.7934, 27.8583, 0, 0, 0, 0.991937, 57.6602, 0.705488, 0, 0, 0, 0, 0, 0, 0.00666129, 703749, 35022, 0, 4625
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,LH_MCSLOCK,0.05,1,1000,10,100000,true,true,false,true,false,0.5,16,false,100000000,false,8,false,100,YCSB,false,0.9, 8465, 977, 0, 0, 0, 134364,0,0,0,0, 135828, 0, 0, 0, 79.6595,70673.9, 1.02802, 32.7393, 27.8075, 0, 0, 0, 0.992276, 57.5526, 0.691889, 0, 0, 0, 0, 0, 0, 0.00603106, 703731, 35030, 0, 4298
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,LH_MCSLOCK,0.05,1,1000,10,100000,true,true,false,true,false,0.5,16,false,100000000,false,8,false,100,YCSB,false,0.9, 8435, 974, 0, 0, 0, 133996,0,0,0,0, 135482, 0, 0, 0, 79.8981,70963, 1.0506, 32.7196, 27.6945, 0, 0, 0, 0.959335, 57.634, 0.688559, 0, 0, 0, 0, 0, 0, 0.00631207, 708726, 35315, 0, 4413
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,LH_MCSLOCK,0.05,1,1000,10,100000,true,true,false,true,false,0.5,16,false,100000000,false,4,false,100,YCSB,false,0.9, 1751, 598, 0, 0, 0, 112985,0,0,0,0, 114579, 0, 0, 0, 39.9207,43261.3, 0.687844, 12.0256, 9.29005, 0, 0, 0, 0.577185, 26.77, 0.150464, 0, 0, 0, 0, 0, 0, 0.00105769, 431756, 21706, 0, 781
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,LH_MCSLOCK,0.05,1,1000,10,100000,true,true,false,true,false,0.5,16,false,100000000,false,4,false,100,YCSB,false,0.9, 1702, 574, 0, 0, 0, 112423,0,0,0,0, 113963, 0, 0, 0, 39.9544,43536.2, 0.669273, 11.9519, 9.22592, 0, 0, 0, 0.575289, 26.7381, 0.145151, 0, 0, 0, 0, 0, 0, 0.000970673, 434866, 21849, 0, 719
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,LH_MCSLOCK,0.05,1,1000,10,100000,true,true,false,true,false,0.5,16,false,100000000,false,4,false,100,YCSB,false,0.9, 1699, 617, 0, 0, 0, 112821,0,0,0,0, 114472, 0, 0, 0, 39.8526,43365.3, 0.712579, 12.0742, 9.35679, 0, 0, 0, 0.56613, 26.7155, 0.146143, 0, 0, 0, 0, 0, 0, 0.000975334, 432055, 21684, 0, 768
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,LH_MCSLOCK,0.05,1,1000,10,100000,true,true,false,true,false,0.5,16,false,100000000,false,2,false,100,YCSB,false,0.9, 87, 12, 0, 0, 0, 125977,0,0,0,0, 126024, 0, 0, 0, 19.9544,19256, 0.00902467, 3.77295, 2.67214, 0, 0, 0, 0.292366, 13.2032, 0.0116731, 0, 0, 0, 0, 0, 0, 9.9914e-05, 192121, 9641, 0, 76
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,LH_MCSLOCK,0.05,1,1000,10,100000,true,true,false,true,false,0.5,16,false,100000000,false,2,false,100,YCSB,false,0.9, 73, 10, 0, 0, 0, 124935,0,0,0,0, 124973, 0, 0, 0, 19.9799,19450.1, 0.00751006, 3.74953, 2.65857, 0, 0, 0, 0.282023, 13.2131, 0.0107008, 0, 0, 0, 0, 0, 0, 9.1731e-05, 194306, 9735, 0, 68
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,LH_MCSLOCK,0.05,1,1000,10,100000,true,true,false,true,false,0.5,16,false,100000000,false,2,false,100,YCSB,false,0.9, 70, 9, 0, 0, 0, 124691,0,0,0,0, 124749, 0, 0, 0, 19.9855,19486.8, 0.0112927, 3.75501, 2.65471, 0, 0, 0, 0.286468, 13.2517, 0.0106556, 0, 0, 0, 0, 0, 0, 9.918e-05, 194727, 9772, 0, 75
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,LH_MCSLOCK,0.05,1,1000,10,100000,true,true,false,true,false,0.5,16,false,100000000,false,1,false,100,YCSB,false,0.9, 0, 0, 0, 0, 0, 101366,0,0,0,0, 101366, 0, 0, 0, 10,12639.1, 0, 0.388142, 0.00315922, 0, 0, 0, 0.197296, 2.41876, 0.00307289, 0, 0, 0, 0, 0, 0, 0, 126391, 6386, 0, 0
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,LH_MCSLOCK,0.05,1,1000,10,100000,true,true,false,true,false,0.5,16,false,100000000,false,1,false,100,YCSB,false,0.9, 0, 0, 0, 0, 0, 101223,0,0,0,0, 101223, 0, 0, 0, 10.0002,12655.8, 0, 0.380099, 0.00319314, 0, 0, 0, 0.202231, 2.41901, 0.00308717, 0, 0, 0, 0, 0, 0, 0, 126560, 6397, 0, 0
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,LH_MCSLOCK,0.05,1,1000,10,100000,true,true,false,true,false,0.5,16,false,100000000,false,1,false,100,YCSB,false,0.9, 0, 0, 0, 0, 0, 102137,0,0,0,0, 102137, 0, 0, 0, 10.0005,12580.8, 0, 0.389086, 0.00315356, 0, 0, 0, 0.205981, 2.42358, 0.00309956, 0, 0, 0, 0, 0, 0, 0, 125814, 6356, 0, 0
