BB_ALWAYS_RETIRE_READ,cycle_detect,cascading_abort_times,time_abort,time_get_cs,PF_CS,MAX_TXN_PER_PART,MAX_RUNTIME,deadlock_cnt,user_abort_cnt,BB_PRECOMMIT,max_abort_length,COMPILE_ONLY,txn_cnt_long,time_index,ZIPF_THETA,LATCH,time_semaphore_cs,ABORT_PENALTY,CC_ALG,OUTPUT_TO_FILE,latency,time_cleanup,LONG_TXN_RATIO,TERMINATE_BY_COUNT,BB_AUTORETIRE,txn_cnt,READ_PERC,time_man,SYNTH_TABLE_SIZE,BB_LAST_RETIRE,time_release_cs,WW_STARV_FREE,time_wait,EXEC_ONLY,MAX_ROW_PER_TXN,UNSET_NUMA,time_copy,PF_BASIC,REQ_PER_QUERY,PF_ABORT,THREAD_CNT,BB_OPT_RAW,dl_wait_time,NDEBUG,time_get_latch,WORKLOAD,run_time,dl_detect_time,time_release_latch,time_query,wait_cnt,time_retire_latch,BB_DYNAMIC_TS,abort_cnt_long,commit_latency,abort_cnt,time_commit,abort_length,throughput,time_retire_cs,SYNTHETIC_YCSB,time_ts_alloc
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.327608,0,LH_MCSLOCK, 0,50000,WOUND_WAIT,true, 11984, 0.196076,0,true,false, 1000000,0.5, 3.80367,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,1,true,0,true, 0,YCSB, 11.9848,0, 0, 0.0172145, 0, 0,true, 0, 11984, 0, 0, 0,83439.3, 0,false, 21905210
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.327418,0,LH_MCSLOCK, 0,50000,WOUND_WAIT,true, 11961, 0.197546,0,true,false, 1000000,0.5, 3.79159,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,1,true,0,true, 0,YCSB, 11.9615,0, 0, 0.0179993, 0, 0,true, 0, 11961, 0, 0, 0,83601.9, 0,false, 22013516
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.311164,0,LH_MCSLOCK, 0,50000,WAIT_DIE,true, 11830, 0.0939397,0,true,false, 1000000,0.5, 3.69739,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,1,true,0,true, 0,YCSB, 11.831,0, 0, 0.0476641, 0, 0,true, 0, 11830, 0, 0, 0,84523.7, 0,false, 22777658
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.277278,0,LH_MCSLOCK, 0,50000,WAIT_DIE,true, 11720, 0.0940422,0,true,false, 1000000,0.5, 3.67219,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,1,true,0,true, 0,YCSB, 11.7205,0, 0, 0.0476989, 0, 0,true, 0, 11720, 0, 0, 0,85320.4, 0,false, 22829642
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.285065,0,LH_MCSLOCK, 0,50000,WAIT_DIE,true, 11861, 0.0940729,0,true,false, 1000000,0.5, 3.69862,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,1,true,0,true, 0,YCSB, 11.8619,0, 0, 0.0476445, 0, 0,true, 0, 11861, 0, 0, 0,84303.5, 0,false, 22799154
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.280558,0,LH_MCSLOCK, 0,50000,WAIT_DIE,true, 11857, 0.0940346,0,true,false, 1000000,0.5, 3.68987,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,1,true,0,true, 0,YCSB, 11.8578,0, 0, 0.0476109, 0, 0,true, 0, 11857, 0, 0, 0,84332.9, 0,false, 22789364
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.283531,0,LH_MCSLOCK, 0,50000,WAIT_DIE,true, 11981, 0.0945978,0,true,false, 1000000,0.5, 3.74327,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,1,true,0,true, 0,YCSB, 11.9812,0, 0, 0.0476198, 0, 0,true, 0, 11981, 0, 0, 0,83464.3, 0,false, 22735476
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.279253,0,LH_MCSLOCK, 0,50000,NO_WAIT,true, 11924, 0.0915657,0,true,false, 1000000,0.5, 3.7157,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,1,true,0,true, 0,YCSB, 11.925,0, 0, 0.0175938, 0, 0,true, 0, 11924, 0, 0, 0,83857.6, 0,false, 0
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.280075,0,LH_MCSLOCK, 0,50000,NO_WAIT,true, 11901, 0.0915664,0,true,false, 1000000,0.5, 3.73876,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,1,true,0,true, 0,YCSB, 11.9014,0, 0, 0.0176571, 0, 0,true, 0, 11901, 0, 0, 0,84023.6, 0,false, 0
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.301172,0,LH_MCSLOCK, 0,50000,NO_WAIT,true, 12056, 0.101028,0,true,false, 1000000,0.5, 3.75396,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,1,true,0,true, 0,YCSB, 12.0564,0, 0, 0.0194559, 0, 0,true, 0, 12056, 0, 0, 0,82943.7, 0,false, 0
