ABORT_PENALTY,CC_ALG,DEBUG_PROFILING,MAX_TXN_PER_PART,NUM_WH,SPINLOCK,THREAD_CNT,WORKLOAD,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug2,debug3,debug4,debug5,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
1,WOUND_WAIT,pf,100000,4,true,4,TPCC,3,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000009,3.288560,465948.605453,0.000045,0.197546,0.325739,1.536409,0.060312,0.045425,0.000125,383075
1,WOUND_WAIT,pf,100000,4,true,2,TPCC,5,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000008,1.549623,248379.094321,0.000056,0.089106,0.164179,0.728921,0.027724,0.020205,0.000025,192447
1,WOUND_WAIT,pf,100000,4,true,1,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000007,0.680807,146884.606290,0.000000,0.033444,0.103219,0.208303,0.006979,0.003270,0.000000,100000
1,WOUND_WAIT,pf,100000,2,true,16,TPCC,21698,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,95.320660,263178.707677,0.844232,1.562057,1.696156,10.522328,0.401144,0.319246,75.502434,1567898
1,WOUND_WAIT,pf,100000,2,true,8,TPCC,11526,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000029,22.288875,277621.543835,0.126699,0.643841,0.876171,4.650560,0.157893,0.120180,13.628902,773484
1,WOUND_WAIT,pf,100000,2,true,4,TPCC,1528,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000015,5.835931,260715.899664,0.009176,0.286529,0.440469,2.098008,0.078759,0.060549,1.835181,380380
1,WOUND_WAIT,pf,100000,2,true,2,TPCC,7,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000009,1.634509,228378.091326,0.000105,0.086238,0.174931,0.853059,0.028550,0.021263,0.000015,186643
1,WOUND_WAIT,pf,100000,2,true,1,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.622627,160609.839415,0.000000,0.035113,0.075249,0.213947,0.007347,0.003427,0.000000,100000
1,WOUND_WAIT,pf,100000,1,true,16,TPCC,17542,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000106,168.698618,151456.178443,1.548218,1.610664,1.503404,10.463484,0.403202,0.318734,149.551994,1596903
1,WOUND_WAIT,pf,100000,1,true,8,TPCC,10086,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000054,43.110728,147752.550666,0.356289,0.742494,0.779070,4.970790,0.195729,0.157167,34.084701,796215
1,WOUND_WAIT,pf,100000,1,true,4,TPCC,5852,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000027,10.800441,147157.326099,0.063618,0.335140,0.430067,2.188363,0.087011,0.068127,6.583510,397341
1,WOUND_WAIT,pf,100000,1,true,2,TPCC,1275,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000015,3.039624,129995.672386,0.007421,0.139721,0.203854,1.110017,0.041118,0.031908,0.955137,197569
1,WOUND_WAIT,pf,100000,1,true,1,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.534589,187059.444611,0.000000,0.033187,0.067475,0.163493,0.006729,0.002956,0.000000,100000
