cycle_detect,cascading_abort_times,time_abort,time_get_cs,MAX_TXN_PER_PART,DEBUG_CS_PROFILING,user_abort_cnt,max_abort_length,time_index,BB_OPT_MAX_WAITER,ZIPF_THETA,LATCH,SYNTH_TABLE_SIZE,CC_ALG,latency,time_cleanup,WORKLOAD,txn_cnt,READ_PERC,ABORT_PENALTY,LAST_RETIRE,time_man,WW_STARV_FREE,time_wait,SECOND_HS,NUM_HS,DEBUG_PROFILING,REQ_PER_QUERY,SPECIFIED_RATIO,THREAD_CNT,BB_OPT_RAW,dl_wait_time,time_release_cs,FIXED_HS,time_get_latch,KEY_ORDER,run_time,UNSET_NUMA,deadlock_cnt,dl_detect_time,time_release_latch,time_query,wait_cnt,time_retire_latch,DEBUG_ABORT_LENGTH,FIRST_HS,abort_cnt,time_commit,POS_HS,abort_length,RETIRE_ON,DYNAMIC_TS,throughput,time_retire_cs,FLIP_RATIO,SYNTHETIC_YCSB,commit_latency,time_ts_alloc
0, 0, 0, 0,100000,false, 0, 0, 16.2034,0,0.5,LH_MCSLOCK,200000000,BAMBOO, 49731, 2.03041,YCSB, 1362462,0.5,50000,0.15, 39.0257,false, 1.337e-06,WR,0,true,16,0,16,true,0, 0,1, 0,false, 67.7575,true,0,0, 0, 0.0459993, 1, 0,false,WR, 0, 0.0161651,TOP, 0,true,true,321727, 0,0,false, 49731, 0
