ABORT_PENALTY,CC_ALG,DEBUG_PROFILING,MAX_TXN_PER_PART,NUM_WH,SPINLOCK,THREAD_CNT,WORKLOAD,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug2,debug3,debug4,debug5,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
1,CLV,pf,100000,8,true,1,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000008,0.810279,123414.343512,0.000000,0.035485,0.121132,0.257808,0.002629,0.000000,0.000000,100000
1,CLV,pf,100000,4,true,16,TPCC,30972,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000026,39.326156,613776.955520,0.355167,15.399185,1.106712,26.863984,0.050563,0.000000,0.216077,1508593
1,CLV,pf,100000,4,true,8,TPCC,5683,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000017,12.838239,461880.806896,0.035819,3.284171,0.581270,7.824696,0.024401,0.000000,0.026996,741217
1,CLV,pf,100000,4,true,4,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000009,3.564659,439188.097163,0.000000,0.212889,0.354621,1.792991,0.010625,0.000000,0.000205,391389
1,CLV,pf,100000,4,true,2,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000009,1.741926,227213.988222,0.000000,0.103523,0.190385,0.880102,0.005304,0.000000,0.000043,197895
1,CLV,pf,100000,4,true,1,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000008,0.814947,122707.300597,0.000000,0.035983,0.109106,0.300640,0.002664,0.000000,0.000000,100000
1,CLV,pf,100000,2,true,16,TPCC,85186,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,48.054015,511049.576573,1.450317,23.293361,0.976402,34.917801,0.054184,0.000000,0.953509,1534874
1,CLV,pf,100000,2,true,8,TPCC,16438,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000023,17.830044,352893.796456,0.156122,6.939788,0.465553,12.291743,0.028045,0.000000,0.115033,786514
1,CLV,pf,100000,2,true,4,TPCC,2459,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000016,6.497271,243890.091776,0.017952,1.724809,0.256865,4.055776,0.012642,0.000000,0.010973,396155
1,CLV,pf,100000,2,true,2,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000009,1.808488,218739.638513,0.000000,0.097558,0.177130,0.960600,0.005322,0.000000,0.000185,197794
1,CLV,pf,100000,2,true,1,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000007,0.712550,140340.993248,0.000000,0.036186,0.074394,0.263848,0.002723,0.000000,0.000000,100000
1,CLV,pf,100000,1,true,16,TPCC,192464,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000068,108.444977,235269.024269,7.185976,55.082813,0.909468,71.123097,0.058509,0.000000,15.954846,1594609
1,CLV,pf,100000,1,true,8,TPCC,42668,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032,25.540016,249942.206106,0.765811,11.961263,0.406369,18.191296,0.031576,0.000000,0.632460,797941
1,CLV,pf,100000,1,true,4,TPCC,6335,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000023,8.970458,177520.036304,0.069237,3.512526,0.219962,6.167040,0.013517,0.000000,0.065797,398109
1,CLV,pf,100000,1,true,2,TPCC,1077,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000016,3.098313,128315.003892,0.007714,0.835679,0.100428,1.969171,0.006155,0.000000,0.005120,198780
1,CLV,pf,100000,1,true,1,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.558061,179191.767431,0.000000,0.034058,0.064799,0.183091,0.002579,0.000000,0.000000,100000
