ABORT_PENALTY,CC_ALG,MAX_TXN_PER_PART,NUM_WH,SPINLOCK,THREAD_CNT,WORKLOAD,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug2,debug3,debug4,debug5,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
1,CLV,100000,2,true,1,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000007,0.677628,147573.564463,0.000000,0.037938,0.074137,0.241613,0.002866,0.000000,0.000000,100000
1,CLV,1000,1,true,16,TPCC,2563,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000054,0.842526,298606.917734,0.069487,0.453901,0.009262,0.587859,0.000683,0.000000,0.058512,15724
1,CLV,1000,1,true,8,TPCC,645,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000028,0.221025,287894.737518,0.009607,0.104921,0.004236,0.154417,0.000373,0.000000,0.003462,7954
1,CLV,1000,1,true,4,TPCC,98,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000027,0.106665,149326.773255,0.000925,0.041711,0.002397,0.070746,0.000196,0.000000,0.000369,3982
1,CLV,1000,1,true,2,TPCC,8,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000018,0.035693,111785.610105,0.000049,0.009412,0.001707,0.021923,0.000107,0.000000,0.000091,1995
1,CLV,1000,1,true,1,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000008,0.007860,127218.629285,0.000000,0.000349,0.000772,0.002603,0.000027,0.000000,0.000000,1000
1,CLV,100000,1,true,16,TPCC,177865,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000073,115.971996,219957.927804,7.374878,58.892163,0.854445,75.774546,0.058107,0.000000,18.174905,1594310
1,CLV,100000,1,true,8,TPCC,41610,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032,25.326064,251750.447270,0.777918,11.896320,0.407535,18.061722,0.031523,0.000000,0.647614,796981
1,CLV,100000,1,true,4,TPCC,6672,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000022,8.822784,178833.810131,0.069589,3.479074,0.219187,6.057132,0.012550,0.000000,0.061889,394453
1,CLV,100000,1,true,2,TPCC,1051,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000015,3.000673,131093.944169,0.007847,0.810821,0.099878,1.911059,0.005709,0.000000,0.004360,196685
1,CLV,100000,1,true,1,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.558774,178963.316049,0.000000,0.033913,0.065309,0.183736,0.002532,0.000000,0.000000,100000
1,CLV,1000,16,true,16,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000146,1.502376,109543.852386,0.000000,0.016229,0.442157,0.906889,0.000672,0.000000,0.000000,10286
1,CLV,1000,16,true,8,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000092,0.594519,87344.488695,0.000000,0.007573,0.194617,0.343310,0.000392,0.000000,0.000032,6491
1,CLV,1000,16,true,4,TPCC,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000103,0.360374,38826.377398,0.000000,0.003557,0.121370,0.186228,0.000197,0.000000,0.000005,3498
