ABORT_PENALTY,CC_ALG,CLV_RETIRE_OFF,CLV_RETIRE_ON,DEBUG_PROFILING,DEBUG_TMP,DYNAMIC_TS,FIRST_HS,FIXED_HS,FLIP_RATIO,KEY_ORDER,MAX_TXN_PER_PART,NUM_HS,POS_HS,READ_PERC,REQ_PER_QUERY,RETIRE_READ,SPECIFIED_RATIO,SPINLOCK,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THREAD_CNT,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug10,debug11,debug2,debug3,debug4,debug5,debug6,debug7,debug8,debug9,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
50000,CLV,true,0,true,false,true,WR,1,0,false,100000,1,TOP,1,4,false,0,true,true,1024*1024*20,1,YCSB,false,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001080,-nan,0.000000,0.000000,0.000007,0.727028,137546.221514,0.000000,0.010043,0.268855,0.357901,0.001116,0.000000,0.000000,100000
50000,CLV,true,0,true,false,true,WR,1,0,false,100000,1,TOP,1,16,false,0,true,true,1024*1024*20,1,YCSB,false,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001089,-nan,0.000000,0.000000,0.000022,2.248098,44482.051825,0.000000,0.034582,0.459202,1.139268,0.001087,0.000000,0.000000,100000
50000,CLV,true,0,true,false,true,WR,1,0,false,100000,1,TOP,1,64,false,0,true,true,1024*1024*20,1,YCSB,false,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001087,-nan,0.000000,0.000000,0.000063,6.274351,15937.903556,0.000000,0.142501,0.676998,2.552434,0.000989,0.000000,0.000000,100000
50000,CLV,true,0,true,false,true,WR,1,0,false,100000,1,TOP,1,4,false,0,true,true,1024*1024*20,2,YCSB,false,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002115,-nan,0.000000,0.000000,0.000032,6.381075,62654.331535,0.000000,0.084531,1.054192,2.010574,0.002285,0.000000,3.115851,199901
50000,CLV,true,0,true,false,true,WR,1,0,false,100000,1,TOP,1,16,false,0,true,true,1024*1024*20,2,YCSB,false,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002222,-nan,0.000000,0.000000,0.000126,25.214945,15863.607778,0.000000,0.158136,3.695959,7.950725,0.002265,0.000000,12.653761,200000
50000,CLV,true,0,true,false,true,WR,1,0,false,100000,1,TOP,1,64,false,0,true,true,1024*1024*20,2,YCSB,false,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002285,-nan,0.000000,0.000000,0.000331,66.269144,6035.659667,0.000000,0.457461,6.480181,21.438346,0.002053,0.000000,33.263948,199989
50000,CLV,true,0,true,false,true,WR,1,0,false,100000,1,TOP,1,4,false,0,true,true,1024*1024*20,4,YCSB,false,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.134165,-nan,0.000000,0.000000,0.000031,12.494172,127832.723623,0.000000,3.644782,2.417228,9.368582,0.006512,0.000000,0.028787,399291
50000,CLV,true,0,true,false,true,WR,1,0,false,100000,1,TOP,1,16,false,0,true,true,1024*1024*20,4,YCSB,false,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.679188,-nan,0.000000,0.000000,0.000054,21.343738,74467.367876,0.000000,4.166040,3.287203,15.108666,0.005501,0.000000,0.002740,397353
50000,CLV,true,0,true,false,true,WR,1,0,false,100000,1,TOP,1,64,false,0,true,true,1024*1024*20,4,YCSB,false,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.035192,-nan,0.000000,0.000000,0.000134,53.464205,29924.170805,0.000000,7.134117,6.442335,35.693941,0.005216,0.000000,0.000070,399968
50000,CLV,true,0,true,false,true,WR,1,0,false,100000,1,TOP,1,4,false,0,true,true,1024*1024*20,8,YCSB,false,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.487976,-nan,0.000000,0.000000,0.000031,25.080857,254750.470285,0.000000,10.989561,2.957714,20.040659,0.010361,0.000000,0.305102,798670
